IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType,BaseWeapon,BaseAssist,BaseSpecial,BaseA,BaseB,BaseC,BaseX
Phina,Phina,Roving Dancer,40,35,37,26,23,0,Sword,1,-1,55,65,65,45,45,30,158,0,FALSE,2,Rapier,Dance,,Spd/Def Form 3,Geyser Dance 2,,
Plumeria,Plumeria,Lewd Dream,41,40,18,16,37,2,RTome,0,-1,55,70,30,30,75,25,251,0,FALSE,0,Flower of Plenty,Sweet Dreams+,,Atk/Res Push 4,Sabotage Spd 3,Atk/Res Hold,
NY!Plumeria,Plumeria,Temptation Anew,41,42,17,18,39,2,CBow,0,-1,55,70,30,35,80,25,17,0,FALSE,0,First-Dream Bow,Sweet Dreams,,Close Ward,Quick Riposte 3,Atk/Def Rein 3,
R!Plumeria,Plumeria,Rapturous Dream,40,46,18,19,45,2,BTome,0,-1,50,90,35,35,80,10,183,0,FALSE,0,Arcane Euphoria,Cloying Dreams,,Still Water 4,Wings of Mercy 4,Def/Res Ploy 3,
Priam,Priam,Radiant Hero,40,41,40,35,26,0,Sword,13,-1,50,70,70,55,50,20,212,0,FALSE,0,Ancient Ragnell,,Sol,Atk/Def Ideal 4,Null Follow-Up 3,Rouse Spd/Def 4,
Priscilla,Priscilla,Delicate Princess,36,29,29,19,32,1,Staff,7,-1,45,50,50,35,55,30,193,0,FALSE,0,Panic+,Rehabilitate+,Still-Water Balm,,,Spur Def 3,
Python,Python,Apathetic Archer,38,32,35,31,20,1,GBow,15,-1,45,60,65,55,35,30,133,0,FALSE,0,Snide Bow,,Moonbow,Steady Blow 2,,B Tomebreaker 3,
DA!Quan,Quan,Lightfoot Prince,40,41,20,36,20,2,BBow,4,-1,55,75,35,70,35,25,244,0,FALSE,2,Courtly Bow+,Dance,,Atk/Def Bond 4,Flier Formation 3,Joint Hone Def,
Quan,Quan,Luminous Lancer,44,37,29,31,16,1,Lance,4,-1,55,60,55,55,30,30,135,0,FALSE,0,Gáe Bolg,Rally Spd/Def+,Draconic Aura,Steady Posture 2,,Drive Atk 2,
BR!Rafiel,Rafiel,Blessed Wings,38,28,35,20,41,0,BBeast,10,-1,50,55,65,35,70,30,132,0,FALSE,1,Groom's Wing,Sing,,,Firestorm Dance 2,Ward Beasts,
Raigh,Raigh,Dark Child,36,32,29,22,29,0,RTome,6,-1,45,55,50,40,50,35,48,0,FALSE,0,Hermit's Tome,Rally Attack,,HP +5,Seal Res 3,,
Ranulf,Ranulf,Friend of Nations,40,30,37,33,17,1,GBeast,10,-1,55,50,60,60,30,30,45,0,FALSE,0,Covert Cat Fang,Rally Atk/Def+,,,Chill Atk 3,Ward Beasts,
DE!Raphael,Raphael,Muscle-Monger,48,42,28,38,23,3,CBow,16,-1,65,70,50,65,40,25,180,0,FALSE,0,Plegian Bow+,Smite,,,Odd Follow-Up 3,Atk Smoke 3,
Ratatoskr,Ratatoskr,Mending Hand,40,44,46,34,21,1,BBeast,0,-1,50,75,90,50,40,10,120,0,FALSE,0,World-Tree Tail,,Luna,Atk/Spd Clash 4,Beast Agility 4,Mending Heart,
Rath,Rath,Wolf of Sacae,41,33,35,23,24,1,GBow,7,-1,55,60,65,35,45,30,2,0,FALSE,0,Sacaen-Wolf Bow,,Glimmer,Spd/Res Form 3,,Def Smoke 3,
Raven,Raven,Peerless Fighter,41,34,35,25,22,0,Axe,7,-1,50,60,60,45,40,30,184,0,TRUE,0,Basilikos,,Sol,Defiant Spd 3,,Threaten Def 3,
Rebecca,Rebecca,Wildflower,37,29,34,21,27,0,CBow,7,-1,45,50,60,35,50,35,147,0,FALSE,0,Gusty War Bow,,Moonbow,Atk/Spd Finish 3,Null Follow-Up 3,,
CH!Rebecca,Rebecca,Breezy Scamp,39,44,45,22,33,0,CBow,7,-1,50,75,75,45,55,15,96,0,FALSE,0,Rebecca's Bow,Ardent Sacrifice,,Darting Blow 3,Seal Atk 3,,
NY!Reginn,Reginn,Bearing Dawn,37,38,40,23,24,1,BTome,0,-1,50,65,70,40,45,20,175,0,FALSE,0,Niðavellir Lots,,Seiðr Shell,Swift Sparrow 3,,Cross Spur Atk,
Reginn,Reginn,Bearing Hope,38,36,40,30,24,1,Sword,0,-1,50,60,70,50,45,25,45,0,FALSE,0,Lyngheiðr,,Seiðr Shell+,Swift Sparrow 3,Lull Spd/Def 3,Panic Smoke 4,
AI!Reginn,Reginn,Dvergr Heir,40,45,47,37,21,1,Lance,0,-1,50,75,90,60,40,5,-1,AIDED,FALSE,0,Dvergr Wayfinder,,Seiðr Blast,Atk/Spd Excel,Flow Guard 4,Shadow Shift 4,
NI!Reina,Reina,Sanguine Shinobi,40,43,45,24,31,2,GBow,14,-1,50,70,80,45,60,10,86,0,FALSE,0,Kumo Yumi+,,Glimmer,Atk/Spd Catch 3,,Spd/Def Rein 3,
Reinhardt,Reinhardt,Thunder's Fist,38,32,23,27,25,1,BTome,5,-1,50,55,40,50,40,30,162,0,TRUE,0,Dire Thunder,,Blazing Thunder,,Vantage 3,Goard Cavalry,
P!Reinhardt,Reinhardt,Thunder's Sword,40,35,23,31,28,1,Sword,5,-1,50,60,40,55,50,30,148,0,FALSE,0,Meisterschwert,,Pavise,Death Blow 3,Vantage 3,Spur Atk/Def 2,
DA!Reinhardt,Reinhardt,Lightning's Rondo,38,34,21,27,25,2,GTome,5,-1,50,60,40,55,45,30,143,0,FALSE,0,Vafþrúðnir,Dance,,Death Blow 3,Chill Res 3,Joint Hone Atk,
R!Reinhardt,Reinhardt,Thrud Reborn,41,46,45,22,20,1,BTome,5,-1,50,80,75,45,40,10,30,0,FALSE,0,Arcane Thunder,,Moonbow,Thunder's Fist,S/R Far Trace 4,Def/Res Smoke 3,
Rennac,Rennac,"Rich ""Merchant""",39,37,42,34,25,0,GDagger,8,-1,50,70,70,50,50,20,136,0,FALSE,0,Vicious Dagger+,,Glimmer,Atk/Spd Solo 4,Disarm Trap 3,,
Reyson,Reyson,White Prince,37,29,34,24,26,2,GBeast,10,-1,50,50,60,45,50,30,131,0,FALSE,0,Heron Wing,Sing,,Steady Posture 2,,Fortify Beasts,
Rhajat,Rhajat,Black Magician,36,35,34,21,24,0,GTome,14,-1,45,60,60,40,40,35,35,0,TRUE,0,Obsessive Curse,Rally Atk/Def,,Distant Def 3,,Savage Blow 3,
Rhea,Rhea,Loving Matriarch,40,44,16,42,46,0,CDragon,16,-1,50,75,30,80,70,15,46,0,FALSE,0,Revealing Breath,,Glimmer,Atk/Res Scowl 4,True Dragon Wall,,
FA!Rhea,Rhea,Immaculate One,46,43,18,40,43,3,CDragon,16,-1,60,70,30,70,75,20,18,0,FALSE,0,Ruinous Frost,,Glimmer,Bracing Stance 3,True Dragon Wall,D/R Near Save 3,
H!Rhea,Rhea,Witch of Creation,40,43,18,39,42,0,GDragon,16,-1,50,75,30,70,70,20,234,0,FALSE,0,Witch Breath,,Iceberg,Atk/Res Unity,Dragon Wall 3,,
SU!Rhys,Rhys,Gentle Basker,44,34,27,21,36,0,Staff,10,-1,60,55,50,40,60,30,61,0,FALSE,0,Palm Staff+,Physic+,Heavenly Light,Brazen Atk/Res 3,,Drive Res 2,
TH!Rickard,Rickard,Carefree Culprit,38,38,42,33,25,2,Sword,1,-1,45,70,70,60,45,20,251,0,FALSE,0,Florid Cane+,Shove,,,Flier Formation 3,Spd/Def Oath 3,
Ricken,Ricken,Shepherd Novice,40,43,39,24,30,0,GTome,13,-1,55,70,70,45,50,15,36,0,FALSE,0,Gronnrabbit+,,Luna,Atk/Spd Form 3,,Spur Atk/Spd 2,
Riev,Riev,Blood Beryl,43,39,25,23,40,0,BTome,8,-1,55,65,45,45,70,20,50,0,FALSE,0,Argent Aura,,Glacies,Atk/Res Ideal 3,,Savage Blow 3,
DA!Rinea,Rinea,Reminiscent Belle,38,30,33,23,28,0,BTome,15,-1,50,55,60,45,50,30,38,0,FALSE,0,Silver Goblet+,Dance,,Bracing Blow 2,Torrent Dance 2,,
FF!Rinkah,Rinkah,Consuming Flame,40,37,41,44,25,0,Sword,14,-1,50,65,70,70,50,15,109,0,FALSE,0,Flame Gunbai+,Pivot,,Atk/Spd Ideal 3,,Odd Tempest 3,
Rinkah,Rinkah,Scion of Flame,40,34,39,41,18,0,Axe,14,-1,50,60,70,70,30,30,40,0,FALSE,0,Rinkah's Club,,Bonfire,Distant Foil,Wrath 3,Even Def Wave 3,
F!Robin,Robin,Mystery Tactician,40,29,29,29,22,0,GTome,13,-1,50,50,50,50,40,35,191,0,TRUE,0,Tactical Gale,,Ignis,Defiant Res 3,B Tomebreaker 3,,
SU!F!Robin,Robin,Seaside Tactician,35,32,34,28,29,0,Lance,13,-1,40,55,60,50,50,35,51,0,FALSE,0,Deft Harpoon+,Reposition,,HP/Def 2,,Lance Valor 3,
V!F!Robin,Robin,Tactful Deliverer,42,41,16,39,42,3,CTome,13,-1,50,70,30,65,75,20,181,0,FALSE,0,Achimenes Furl,,Iceberg,,Even Follow-Up 3,A/D Far Save 3,
CH!F!Robin,Robin,Vessels of Fate,40,45,46,30,22,0,BTome,13,-1,50,75,90,50,35,10,79,DUO,FALSE,0,Draconic Pacts,Reposition,Flare,Fell Wyrmscale,Atk/Spd Link 4,Inf. Null Follow 4,
B!F!Robin,Robin,Exalt's Right Hand,40,45,47,30,26,0,CTome,13,-1,50,75,90,50,45,5,-1,HERO,FALSE,0,Exalt's Tactics,,Flare,Atk/Spd Finish 4,According to the Plan,Creation Pulse,
M!Robin,Robin,High Deliverer,40,29,29,29,22,0,BTome,13,-1,50,50,50,50,40,35,67,0,TRUE,0,Tactical Bolt,,Bonfire,Defiant Spd 3,,Spur Def 3,
WI!M!Robin,Robin,Festive Tactician,45,35,34,35,25,3,Lance,13,-1,50,60,60,60,45,30,92,0,FALSE,0,Tannenboom!+,Reciprocal Aid,,Brazen Atk/Spd 3,,Armor March 3,
L!M!Robin,Robin,Exalt's Other Half,40,45,30,31,31,0,GTome,13,-1,50,70,55,60,55,15,223,0,FALSE,0,Master's Tactics,,Ignis,Part of the Plan,Seal Atk 4,Canto Control 3,
BR!M!Robin,Robin,Keen Groom,40,46,35,23,24,1,RTome,13,-1,50,80,65,45,40,15,179,0,FALSE,0,Ring of Affiance+,Draw Back,,Spd/Res Catch 3,Spd/Res Snag 3,,
B!M!Robin,Robin,Exalt's Deliverer,40,46,45,35,27,1,Sword,13,-1,50,80,70,65,50,10,227,0,FALSE,0,Deliverer's Brand,,Ignis,Atk/Spd Finish 4,Gambit 4,Tip the Scales!,
CH!M!Robin,Robin,Fated Vessel,40,46,45,36,16,0,RTome,13,-1,50,75,90,55,30,10,208,HERO,FALSE,0,Fell War Tome,,Ignis,Flash Sparrow,Magic Gambit 4,Tip the Scales!,
L!F!Grima,Robin,Fell Vessel,40,32,35,30,25,2,CDragon,13,-1,55,55,60,50,45,30,27,0,FALSE,0,Expiration,,Bonfire,Dragonskin II,Cancel Affinity 3,Spd/Res Rein 3,
H!F!Grima,Robin,Fall Vessel,40,40,17,37,38,2,GDragon,13,-1,50,70,30,60,70,30,123,0,FALSE,0,Moonless Breath,,Noontime,Dragonscale,Dragon's Ire,Goad Dragons,
R!F!Grima,Robin,Fell Tactician,43,41,44,35,33,3,CDragon,13,-1,60,70,75,60,50,15,123,0,FALSE,0,Arcane Grima,,Pavise,Dragonhide,Hardy Fighter 3,A/S Near Save 3,
M!Grima,Robin,Fell Reincarnation,48,40,24,35,27,3,GDragon,13,-1,55,70,40,60,50,30,201,0,TRUE,0,Expiration,,Ignis,,Vengeful Fighter 3,Ward Dragons,
H!M!Grima,Robin,Fall Reincarnation,46,43,21,43,37,3,CDragon,13,-1,60,75,40,70,60,20,63,0,FALSE,0,Moonstrike Breath,,Noontime,Sturdy Stance 3,Slick Fighter 3,A/R Near Save 3,
Roderick,Roderick,Steady Squire,40,31,34,25,24,1,Lance,1,-1,50,55,60,45,40,30,247,0,FALSE,0,Steady Lance,Rally Def/Res,,,Drag Back,Drive Def 2,
H!Rolf,Rolf,Tricky Archer,40,30,36,28,23,1,CBow,9,-1,50,55,60,50,45,30,186,0,FALSE,0,Candlewax Bow+,Shove,,,Desperation 3,Odd Spd Wave 3,
Ronan,Ronan,Villager of Iz,38,34,40,17,42,0,BBow,5,-1,45,60,65,30,80,25,10,0,FALSE,0,Indignant Bow,Rally Spd/Res+,,Swift Stance 3,,Joint Drive Spd,
Rosado,Rosado,Adorable Artist,40,43,46,44,16,2,Axe,5,-1,50,65,90,75,30,10,199,HERO,FALSE,0,Axe of Adoration,,Bonfire,Earthwind Boost 3,Wyvern Rift,,
Roshea,Roshea,Coyote's Faithful,41,38,35,38,21,1,Lance,1,-1,55,65,60,65,40,20,235,0,FALSE,0,Stout Lance+,Draw Back,,Spd/Def Form 3,,Distant Guard 3,
Ross,Ross,His Father's Son,47,38,31,32,24,0,Axe,8,-1,70,70,55,65,45,30,6,0,FALSE,0,Father's-Son Axe,Smite,,Fire Boost 3,,Threaten Def 3,
BR!Roy,Roy,Blazing Bachelors,39,38,42,30,25,1,Axe,6,-1,50,65,75,50,45,20,9,0,FALSE,0,Blazing Polearms,,Luna,Sturdy Surge,Flow Force 3,Faith in Humanity,
L!Roy,Roy,Blazing Lion,39,34,38,32,26,0,Sword,6,-1,50,55,65,55,50,30,141,0,FALSE,0,Dragonbind,,Dragon Fang,Bonus Doubler 3,Spurn 3,Human Virtue II,
B!Roy,Roy,Brave Lion,38,32,34,26,24,1,Sword,6,-1,50,55,60,45,40,30,81,0,TRUE,0,Blazing Durandal,,Galeforce,Steady Blow 2,Desperation 3,,
Roy,Roy,Young Lion,44,30,31,25,28,0,Sword,6,-1,55,50,50,45,55,30,49,0,TRUE,0,Binding Blade,Shove,,Triangle Adept 3,Seal Def 3,,
V!Roy,Roy,Youthful Gifts,34,35,19,27,30,1,CBow,6,-1,40,60,30,50,55,30,39,0,FALSE,0,Gratia+,Reciprocal Aid,,Death Blow 3,,Bow Valor 3,
V!Rudolf,Rudolf,Emperor of Rigel,46,43,21,41,29,3,Lance,15,-1,50,75,40,70,50,30,202,0,FALSE,0,Thorn Lance,,Bonfire,,Special Fighter 3,Threat. Atk/Def 3,
Rune,Rune,Source of Wisdom,37,47,35,21,48,0,CTome,0,-1,50,80,55,35,90,5,-1,MYTHIC,FALSE,0,Óðr of Creation,,Flare,Sly Mirror,Font of Wisdom,Pulse Up: Ploy,
Rutger,Rutger,Lone Swordsman,44,32,39,29,24,0,Sword,6,-1,55,55,70,50,45,30,251,0,FALSE,0,Wanderer Blade,,Vengeance,Atk/Def Bond 3,Vantage 3,,
SF!Ryoma,Ryoma,Dancing Samurai,36,32,34,21,17,0,BDagger,14,-1,50,60,60,40,30,35,113,0,FALSE,0,Sky Maiougi+,Dance,,Triangle Adept 3,Chill Def 3,Spur Spd/Res 2,
Ryoma,Ryoma,Peerless Samurai,41,34,35,27,21,0,Sword,14,-1,50,60,55,50,40,30,245,0,TRUE,0,Raijinto,,Astra,Defiant Atk 3,,Hone Spd 3,
HS!Ryoma,Ryoma,Samurai at Ease,40,35,36,28,23,2,Lance,14,-1,50,55,60,55,45,30,231,0,FALSE,0,It's Curtains…+,,Luna,Atk/Def Solo 3,Chill Spd 3,Odd Def Wave 3,
L!Ryoma,Ryoma,Supreme Samurai,41,34,39,28,20,2,Sword,14,-1,55,60,65,50,35,30,81,0,FALSE,0,Raijinto,,Glimmer,Kestrel Stance 2,Bushido II,Atk/Spd Rein 3,
Saber,Saber,Driven Mercenary,40,31,33,32,22,0,Sword,15,-1,50,55,55,55,40,35,35,0,TRUE,0,Golden Dagger,,Aegis,HP/Spd 2,Shield Pulse 3,,
DE!Saber,Saber,Dune Walker,40,47,46,45,21,0,Lance,15,-1,50,90,75,75,35,5,-1,0,FALSE,0,Jehanna Lance+,,Escutcheon,Spd/Def Finish 3,Shield Pulse 3,,
Safy,Safy,Font of Piety,38,47,31,21,46,0,Staff,5,-1,50,90,50,35,75,10,141,0,FALSE,0,Repair,Return+,Holy Panic,Still Water 4,,Atk/Spd Ploy 3,
Saias,Saias,Bishop of Flame,36,33,30,18,34,0,BTome,5,-1,45,60,50,30,60,35,20,0,FALSE,0,Wargod's Tome,,Glacies,,Escape Route 3,Spd Ploy 3,
Sain,Sain,Green Lance,40,42,38,36,18,1,Lance,7,-1,50,75,65,60,35,20,242,0,FALSE,0,Jolly Jade Lance,Rally Up Atk+,,Spd/Def Catch 4,Flow Refresh 3,,
Saizo,Saizo,Angry Ninja,36,29,34,33,16,0,CDagger,14,-1,45,50,60,55,30,35,29,0,FALSE,0,Saizo's Star,Harsh Command,,,Poison Strike 3,Spur Spd 3,
NI!Saizo,Saizo,Hoshido's Flame,37,41,45,45,25,0,Lance,14,-1,50,70,75,75,45,10,47,0,FALSE,0,Kumo Naginata+,,Growing Flame,Atk/Def Solo 3,,Def Smoke 3,
H!Sakura,Sakura,Gentle Nekomata,33,32,34,14,34,0,CDagger,14,-1,40,55,60,25,60,35,169,0,FALSE,0,Kitty Paddle+,,Glacies,Warding Stance 3,Guard 3,Dagger Valor 3,
HS!Sakura,Sakura,Hot-Spring Healer,36,35,32,26,21,2,Staff,14,-1,45,60,55,50,35,30,129,0,FALSE,0,Grandscratcher+,Physic+,Fireflood Balm+,,Wrathful Staff 3,Spd Opening 3,
Sakura,Sakura,Loving Priestess,36,28,30,24,30,0,Staff,14,-1,45,50,50,45,50,35,237,0,FALSE,0,Fear+,Physic+,Still-Water Balm,,,Fortify Def 3,
SP!Saleh,Saleh,Vernal Sage,41,37,36,26,28,1,Axe,8,-1,50,65,65,45,50,25,168,0,FALSE,0,Springy Axe+,Reciprocal Aid,,HP/Res 2,,Rouse Atk/Res 3,
Salem,Salem,Dark Sage,41,38,36,18,38,0,RTome,5,-1,55,65,60,35,65,20,136,0,FALSE,0,"Rauðrvulture+	",,Glacies,Atk/Res Push 3,Sabotage Atk 3,,
BR!Sanaki,Sanaki,Apostle in White,35,36,30,16,33,2,GTome,9,-1,45,60,50,30,60,30,62,0,FALSE,0,Nifl Frostflowers,Draw Back,,Atk/Res Bond 3,Def/Res Link 3,,
Sanaki,Sanaki,Begnion's Apostle,33,37,26,17,34,0,RTome,10,-1,40,65,45,30,60,35,140,0,TRUE,0,Cymbeline,Harsh Command,,Triangle Adept 3,,Hone Atk 3,
NI!Sanaki,Sanaki,Dawnsworn Ninja,40,47,24,16,47,1,RTome,10,-1,50,90,45,30,75,10,92,0,FALSE,0,Radiant Scrolls,,Iceberg,Flared Mirror,Sabotage A/R 3,Def/Res Ploy 3,
Sara,Sara,Lady of Loptr,35,40,37,16,37,0,Staff,5,-1,45,70,65,30,60,25,62,0,FALSE,0,Kia Staff,Return+,,Atk/Spd Push 4,Dazzling Staff 3,Joint Drive Res,
Saul,Saul,Loving Shepherd,37,40,44,16,40,0,Staff,6,-1,50,65,80,30,65,15,230,0,FALSE,0,Incurable+,Restore+,Heavenly Light,Distant Def 3,,Drive Res 3,
BR!Saul,Saul,Minister of Love,37,33,37,16,35,1,Staff,6,-1,50,50,60,30,70,25,69,0,FALSE,0,Observant Staff+,Return+,Deluge Balm+,C Duel Cavalry 4,Odd Recovery 3,,
Say'ri,Say'ri,Chon'sin's Blade,40,35,40,23,34,0,Sword,13,-1,50,60,70,40,60,30,227,0,FALSE,0,Amatsu,,Iceberg,Kestrel Stance 3,Close Call 3,,
BR!Say'ri,Say'ri,Righteous Bride,40,44,46,28,26,2,Lance,13,-1,50,70,80,50,50,15,21,0,FALSE,0,Chon'sin Sprig,,Draconic Aura,Life and Death 4,,S/D Rein Snap,
Scáthach,Scáthach,Astra's Wake,43,42,30,43,24,0,Sword,4,-1,55,70,50,75,45,20,72,0,FALSE,0,Spirited Sword+,,Astra,Atk/Def Ideal 3,,Odd Def Wave 3,
H!Seadall,Seadall,Misfortune-Teller,40,40,46,21,25,0,RTome,17,-1,50,80,80,40,45,10,50,0,FALSE,2,Pumpkin Stem+,Dance,,Atk/Res Finish 3,,Inf. Null Follow 3,
Sedgar,Sedgar,Coyote's Dutiful,41,36,39,27,24,1,GBow,0,-1,55,65,70,45,45,20,239,0,FALSE,0,Instant Bow+,,Blazing Wind,Atk/Def Catch 3,Chill Def 3,,
Seiðr,Seiðr,Goddess of Hope,39,43,30,17,40,1,GTome,16,-1,50,70,55,30,75,15,185,0,FALSE,0,Seiðr,,Iceberg,Still Water 4,Chill Atk/Res 3,Future-Focused,
NY!Seiðr,Seiðr,Time's Goddesses,40,47,29,17,46,2,BTome,0,-1,50,90,50,30,75,10,73,0,FALSE,0,Goddess Temari,,Iceberg,Remote Mirror,Sabotage S/R 3,Future-Sighted,
Seiros,Seiros,Saint of Legend,40,42,18,37,40,0,BDragon,16,-1,50,75,30,65,65,25,81,0,FALSE,0,Aurora Breath,,Glacies,Atk/Res Scowl 4,Dragon Wall 3,Wings of Light+,
F!Selena,Selena,Cutting Wit,37,25,35,32,28,0,Sword,14,-1,45,45,60,55,50,30,17,0,TRUE,0,Selena's Blade,Reposition,,Triangle Adept 3,,Threaten Spd 3,
SS!Selena,Selena,Fluorspar,40,39,39,16,23,1,BTome,8,-1,50,70,70,30,40,25,178,0,FALSE,0,Tome of Storms,Rally Atk/Res+,,Life and Death 4,Atk/Res Ruse 3,,
SU!SS!Selena,Selena,Sandbar Fluorspar,36,37,37,17,23,1,GTome,8,-1,45,70,70,30,35,30,38,0,FALSE,0,Exotic Fruit Juice,Draw Back,,Atk/Spd Push 4,Spd/Res Snag 3,,
V!SS!Selena,Selena,Admiring General,40,45,46,20,22,1,RTome,8,-1,50,90,70,40,40,10,168,HERO,FALSE,0,Devoted Basket+,Rally Up Atk+,,Atk/Spd Catch 3,A/R Far Trace 3,,
B!Seliph,Seliph,Enduring Legacy,40,43,41,37,18,1,Sword,4,-1,50,75,70,70,30,15,30,HERO,FALSE,0,Holytide Tyrfing,,Luna,Atk/Spd Catch 4,Lull Spd/Def 3,Heir to Light,
Seliph,Seliph,Heir of Light,47,34,24,30,22,0,Sword,4,-1,65,60,40,50,40,35,254,HERO,TRUE,0,Tyrfing,Rally Speed,,HP +5,Brash Assault 3,,
L!Seliph,Seliph,Scion of Light,41,41,17,37,26,1,Sword,4,-1,50,70,30,65,50,30,90,LEGEND,FALSE,0,Virtuous Tyrfing,,Ignis,Distant Ferocity,Holy War's End II,Joint Hone Def,
Selkie,Selkie,Free Spirit,35,29,38,19,35,1,BBeast,14,-1,45,50,65,35,60,30,217,HERO,FALSE,0,Foxkit Fang,,Iceberg,Atk/Spd Bond 3,Sabotage Atk 3,Even Res Wave 3,
NY!Selkie,Selkie,New Year's Spirit,35,31,39,16,40,1,CBeast,14,-1,45,55,65,30,70,30,91,HERO,FALSE,0,New Foxkit Fang,,Iceberg,Distant Ward,Sabotage Spd 3,Odd Res Wave 3,
WI!Sephiran,Sephiran,Hoary Sovereign,43,42,21,29,40,3,Staff,9,-1,55,75,30,50,70,25,140,HERO,FALSE,0,Tannenbaton+,Restore+,Earthwater Balm+,Atk/Res Push 4,,Odd Recovery 3,
Serra,Serra,Outspoken Cleric,33,30,31,21,33,0,Staff,7,-1,40,55,50,40,55,35,0,HERO,TRUE,0,Absorb+,Recover+,Swift-Winds Balm,,,Hone Atk 3,
Seteth,Seteth,Seiros Adherent,44,36,36,32,24,2,Lance,16,-1,60,60,65,55,40,25,154,HERO,FALSE,0,Spear of Assal,Swap,,Brazen Atk/Spd 3,,Drive Atk 2,
Seth,Seth,Silver Knight,37,32,31,32,22,1,Sword,8,-1,45,55,55,55,40,30,36,HERO,FALSE,0,Silverbrand,Swap,,Fortress Def 3,Seal Atk/Def 2,,
SU!Seth,Seth,Silver-Sea Knight,40,40,38,31,24,1,Axe,8,-1,50,70,70,50,45,20,88,HERO,FALSE,0,Seahorse Axe+,Rally Up Spd,,Spd/Def Catch 3,,Def Tactic 3,
Setsuna,Setsuna,Absent Archer,37,28,37,22,23,0,CBow,14,-1,45,50,65,40,40,35,233,HERO,FALSE,0,Setsuna's Yumi,Reciprocal Aid,,HP +5,Bowbreaker 3,,
Severa,Severa,Secret Dreamer,42,43,47,37,24,0,Sword,13,-1,55,75,90,50,45,10,209,HERO,FALSE,0,Striving Sword,,Godlike Reflexes,Atk/Spd Finish 4,Buffer 4,,
SP!Severa,Severa,Bitter Blossom,39,37,40,24,17,1,RTome,13,-1,50,65,70,45,30,25,163,HERO,FALSE,0,Gullinkambi Egg,,Moonbow,R Duel Cavalry 4,Lull Spd/Res 3,Joint Hone Atk,
Shamir,Shamir,Archer Apart,41,40,40,25,24,0,GBow,16,-1,50,70,70,45,45,25,187,HERO,FALSE,0,Survivalist Bow,,Moonbow,Atk/Spd Solo 4,Null Follow-Up 3,Rouse Atk/Spd 3,
NI!Shamir,Shamir,Lone-Moon Ninja,42,37,40,31,32,0,Axe,16,-1,55,65,70,50,55,20,77,HERO,FALSE,0,Shuriken Cleaver+,,Glimmer,Atk/Spd 2,,Atk/Spd Oath 3,
SU!Shamir,Shamir,Heartbeats United,40,43,46,25,20,1,BBow,16,-1,50,70,80,50,40,15,75,DUO,FALSE,0,Partnership Bow,,Deadeye,Remote Sparrow,Brash Assault 4,Fatal Smoke 3,
BR!Shanna,Shanna,Bridal Novice,37,38,42,23,27,2,RBow,6,-1,45,70,75,35,50,25,115,HERO,FALSE,0,Rose-Quartz Bow,,Draconic Aura,Swift Sparrow 3,A/D Far Trace 3,Atk/Def Rein 3,
Shanna,Shanna,Sprightly Flier,39,30,35,25,29,2,Lance,6,-1,50,50,60,45,50,30,193,HERO,TRUE,0,Shanna's Lance,,Iceberg,,Desperation 3,Threaten Spd 3,
Shannan,Shannan,Wielder of Astra,43,38,36,37,18,0,Sword,4,-1,55,70,65,60,30,30,247,HERO,FALSE,0,Balmung,,Imperial Astra,Steady Posture 3,Wrath 3,Even Spd Wave 3,
Sharena,Sharena,Princess of Askr,43,32,32,29,22,0,Lance,0,-1,55,55,55,50,40,30,218,HERO,FALSE,0,Fensalir,Rally Attack,,Speed +3,,Fortify Def 3,
SP!Sharena,Sharena,Spring Princess,37,32,36,16,30,0,GTome,0,-1,45,55,60,30,55,35,172,HERO,FALSE,0,Muninn's Egg,Rally Atk/Spd,,Swift Stance 2,Live for Bounty,Res Tactic 3,
BR!Sharena,Sharena,Pillars of Peace,40,44,47,32,21,1,Lance,0,-1,50,70,90,60,35,10,234,DUO,FALSE,0,United Bouquet,,No Quarter,Atk/Spd Excel,Potent 4,Forever Yours,
Sheena,Sheena,Princess of Gra,45,30,25,36,33,3,Axe,1,-1,55,50,45,55,60,30,49,HERO,TRUE,0,Crimson Axe,,Escutcheon,Svalinn Shield,,Fortify Armor,
F!Shez,Shez,Keen Mercenary,38,41,42,32,34,0,Axe,16,-1,50,70,70,55,60,15,43,HERO,FALSE,0,Crimson War-Axe,,Glimmer,Life and Death 3,Dull Close 3,,
M!Shez,Shez,Rising Mercenary,40,43,41,37,26,0,Sword,16,-1,50,70,70,65,50,15,239,HERO,FALSE,0,Crimson Blades,,Moonbow,,Spd/Def Bulwark 3,Atk/Res Oath 4,
L!F!Shez,Shez,Sharpest Blades,40,43,44,31,25,0,BDagger,16,-1,50,70,75,55,50,15,135,LEGEND,FALSE,0,Asura Blades,,Glimmer,Swift Slice,Seal Spd 4,Atk/Spd Oath 4,
SU!F!Shez,Shez,Mercenary Shine,40,46,45,30,18,1,Sword,16,-1,50,70,80,60,35,15,95,HERO,FALSE,0,Surfer's Spire,,Glimmer,Swift Slice,Lull Spd/Def 4,Atk/Def Menace,
