Name,Description,Letter,Tier,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3
Odd Tempest 2,"At start of odd-numbered turns, if unit's HP ≥ 50%, unit can move 1 extra space. (That turn only. Does not stack.)",C,2,odd_tempest,2,,,,,,,,,Cav-Armor,Ranged,,,
Odd Tempest 3,"At start of odd-numbered turns, unit can move 1 extra space. (That turn only. Does not stack.)",C,3,odd_tempest,3,,,,,,,,,Cav-Armor,Ranged,,,
Even Tempest 1,"At start of even-numbered turns, if unit's HP = 100%, unit can move 1 extra space. (That turn only. Does not stack.)",C,1,even_tempest,1,,,,,,,,,Cav-Armor,Ranged,,,
Even Tempest 2,"At start of even-numbered turns, if unit's HP ≥ 50%, unit can move 1 extra space. (That turn only. Does not stack.)",C,2,even_tempest,2,,,,,,,,,Cav-Armor,Ranged,,,
Even Tempest 3,"At start of even-numbered turns, unit can move 1 extra space. (That turn only. Does not stack.)",C,3,even_tempest,3,,,,,,,,,Cav-Armor,Ranged,,,
Endless Tempest,"At start of turn, unit can move 1 extra space (that turn only; does not stack). If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of whoever initiated combat (max 3) and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",C,4,endlessTempest,0,,,,,,,,,Cav-Armor,Ranged,,,
Brutal Tempest,"Enables [Canto (Dist. +1; Max 4)]. At start of turn, unit can move 1 extra space (that turn only; does not stack). Grants bonus to unit's Atk/Spd/Def/Res during combat = number of spaces from start position to end position of whoever initiated combat (max 3).",C,4,brutalTempest,0,cantoDistPlus1Max4,0,,,,,,,Cav-Armor,Ranged,,,
Canto Control 1,"If foe within 2 spaces of unit triggers Canto, inflicts [Canto Control] on that foe.",C,1,cantoControl,2,,,,,,,,,Cav-Armor-Fly,Any,,,
Canto Control 2,"If foe within 3 spaces of unit triggers Canto, inflicts [Canto Control] on that foe.",C,2,cantoControl,3,,,,,,,,,Cav-Armor-Fly,Any,,,
Canto Control 3,"If foe within 4 spaces of unit triggers Canto, inflicts [Canto Control] on that foe.",C,3,cantoControl,4,,,,,,,,,Cav-Armor-Fly,Any,,,
Firm Canto Curb,"If foe within 4 spaces of this unit triggers Canto, inflicts [Canto Control] on that foe. Prevents ""after start-of-turn skills trigger, action ends immediately"" status effects from being inflicted on unit and allies within 3 spaces of unit. For unit and allies within 3 spaces of unit, neutralizes effects that would end their action as a result of foe's skills or the ""after start-of-turn skills trigger, action ends immediately"" status (does not neutralize effects from Aether Raid structures or the special slot).",C,4,cantoControl,4,cantoCurbStomp,0,,,,,,,Cav-Armor-Fly,Any,,,
Inf. Null Follow 1,"At start of turn, if unit's HP ≥ 50%, grants  [Null Follow-Up] to adjacent infantry allies.",C,1,infNullFollow,1,,,,,,,,,Cav-Armor-Fly,Any,,,
Inf. Null Follow 2,"At start of turn, grants [Null Follow-Up] to adjacent infantry allies.",C,2,infNullFollow,2,,,,,,,,,Cav-Armor-Fly,Any,,,
Inf. Null Follow 3,"At start of turn, grants [Null Follow-Up] to infantry allies within 2 spaces of unit.",C,3,infNullFollow,3,,,,,,,,,Cav-Armor-Fly,Any,,,
Inf. Null Follow 4,"At start of turn, if unit is within 2 spaces of an ally, grants [Null Follow-Up] and the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces."" At start of turn, grants [Null Follow-Up] to infantry allies within 2 spaces of unit.",C,4,infNullFollow,3,INFU4,0,,,,,,,Cav-Armor-Fly,Any,,,
Odd Recovery 1,"At start of odd-numbered turns, neutralizes any [Penalty] on allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 5 HP to those units.",C,1,odd_recovery,5,,,,,,,,,Any,NotStaff,,,
Odd Recovery 2,"At start of odd-numbered turns, neutralizes any [Penalty] on allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 10 HP to those units.",C,2,odd_recovery,10,,,,,,,,,Any,NotStaff,,,
Odd Recovery 3,"At start of odd-numbered turns, neutralizes any [Penalty] on allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 20 HP to those units.",C,3,odd_recovery,20,,,,,,,,,Any,NotStaff,,,
Even Recovery 1,"At start of even-numbered turns, neutralizes any [Penalty] on allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 5 HP to those units.",C,1,even_recovery,5,,,,,,,,,Any,NotStaff,,,
Even Recovery 2,"At start of even-numbered turns, neutralizes any [Penalty] on allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 10 HP to those units.",C,2,even_recovery,10,,,,,,,,,Any,NotStaff,,,
Even Recovery 3,"At start of even-numbered turns, neutralizes any [Penalty] on allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 20 HP to those units.",C,3,even_recovery,20,,,,,,,,,Any,NotStaff,,,
A/S Near Save 1,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Spd+1 during combat.",C,1,nearSavior,1,saviorAtk,1,saviorSpd,1,,,,,Inf-Cav-Fly,Any,,,
A/S Near Save 2,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Spd+2 during combat.",C,2,nearSavior,2,saviorAtk,2,saviorSpd,2,,,,,Inf-Cav-Fly,Any,,,
A/S Near Save 3,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Spd+4 during combat.",C,3,nearSavior,2,saviorAtk,4,saviorSpd,4,,,,,Inf-Cav-Fly,Any,,,
A/D Near Save 1,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Def+1 during combat.",C,1,nearSavior,1,saviorAtk,1,saviorDef,1,,,,,Inf-Cav-Fly,Any,,,
A/D Near Save 2,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Def+2 during combat.",C,2,nearSavior,2,saviorAtk,2,saviorDef,2,,,,,Inf-Cav-Fly,Any,,,
A/D Near Save 3,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Def+4 during combat.",C,3,nearSavior,2,saviorAtk,4,saviorDef,4,,,,,Inf-Cav-Fly,Any,,,
A/D Twin N Save,"If foe with Range = 1 initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If foe's Range = 1, grants Atk/Def+4 to unit during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt).",C,4,nearSavior,2,nearTwinAtk,4,nearTwinDef,4,twinSavior,0,,,Inf-Cav-Fly,Any,,,
A/R Near Save 1,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Res+1 during combat.",C,1,nearSavior,1,saviorAtk,1,saviorRes,1,,,,,Inf-Cav-Fly,Any,,,
A/R Near Save 2,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Res+2 during combat.",C,2,nearSavior,2,saviorAtk,2,saviorRes,2,,,,,Inf-Cav-Fly,Any,,,
A/R Near Save 3,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Res+4 during combat.",C,3,nearSavior,2,saviorAtk,4,saviorRes,4,,,,,Inf-Cav-Fly,Any,,,
A/R Twin N Save,"If foe with Range = 1 initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If foe's Range = 1, grants Atk/Res+4 to unit during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt).",C,4,nearSavior,2,nearTwinAtk,4,nearTwinRes,4,twinSavior,0,,,Inf-Cav-Fly,Any,,,
D/R Near Save 1,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Def/Res+1 during combat.",C,1,nearSavior,1,saviorDef,1,saviorRes,1,,,,,Inf-Cav-Fly,Any,,,
D/R Near Save 2,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Def/Res+2 during combat.",C,2,nearSavior,2,saviorDef,2,saviorRes,2,,,,,Inf-Cav-Fly,Any,,,
D/R Near Save 3,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Def/Res+4 during combat.",C,3,nearSavior,2,saviorDef,4,saviorRes,4,,,,,Inf-Cav-Fly,Any,,,
D/R Twin N Save,"If foe with Range = 1 initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If foe's Range = 1, grants Def/Res+4 to unit during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt).",C,4,nearSavior,2,nearTwinDef,4,nearTwinRes,4,twinSavior,0,,,Inf-Cav-Fly,Any,,,
A/S Far Save 1,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Spd+1 during combat.",C,1,farSavior,1,saviorAtk,1,saviorSpd,1,,,,,Inf-Cav-Fly,Any,,,
A/S Far Save 2,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Spd+2 during combat.",C,2,farSavior,2,saviorAtk,2,saviorSpd,2,,,,,Inf-Cav-Fly,Any,,,
A/S Far Save 3,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Spd+4 during combat.",C,3,farSavior,2,saviorAtk,4,saviorSpd,4,,,,,Inf-Cav-Fly,Any,,,
A/D Far Save 1,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Def+1 during combat.",C,1,farSavior,1,saviorAtk,1,saviorDef,1,,,,,Inf-Cav-Fly,Any,,,
A/D Far Save 2,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Def+2 during combat.",C,2,farSavior,2,saviorAtk,2,saviorDef,2,,,,,Inf-Cav-Fly,Any,,,
A/D Far Save 3,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Def+4 during combat.",C,3,farSavior,2,saviorAtk,4,saviorDef,4,,,,,Inf-Cav-Fly,Any,,,
A/D Twin F Save,"If foe with Range = 2 initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If foe's Range = 2, grants Atk/Def+4 to unit during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt).",C,4,farSavior,2,farTwinAtk,4,farTwinDef,4,twinSavior,0,,,Inf-Cav-Fly,Any,,,
A/D Briar F Save,"If foe with Range = 2 initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If foe's Range = 2, grants Atk/Def+4 to unit and reduces damage from foe's first attack by 5 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = 40% of foe's attack damage prior to reductions (resets at end of combat; only highest value applied; does not stack).",C,4,farSavior,2,farTwinAtk,4,farTwinDef,4,briarSavior,0,,,Inf-Cav-Fly,Any,,,
A/R Far Save 1,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Res+1 during combat.",C,1,farSavior,1,saviorAtk,1,saviorRes,1,,,,,Inf-Cav-Fly,Any,,,
A/R Far Save 2,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Res+2 during combat.",C,2,farSavior,2,saviorAtk,2,saviorRes,2,,,,,Inf-Cav-Fly,Any,,,
A/R Far Save 3,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If unit triggers Savior, grants Atk/Res+4 during combat.",C,3,farSavior,2,saviorAtk,4,saviorRes,4,,,,,Inf-Cav-Fly,Any,,,
A/R Twin F Save,"If foe with Range = 2 initiates combat against an ally within 2 spaces of unit, triggers [Savior] on unit. If foe's Range = 2, grants Atk/Res+4 to unit during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt).",C,4,farSavior,2,farTwinAtk,4,farTwinRes,4,twinSavior,0,,,Inf-Cav-Fly,Any,,,
D/R Far Save 1,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Def/Res+1 during combat.",C,1,farSavior,1,saviorDef,1,saviorRes,1,,,,,Inf-Cav-Fly,Any,,,
D/R Far Save 2,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Def/Res+2 during combat.",C,2,farSavior,2,saviorDef,2,saviorRes,2,,,,,Inf-Cav-Fly,Any,,,
D/R Far Save 3,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers [Savior] on unit. If unit triggers Savior, grants Def/Res+4 during combat.",C,3,farSavior,2,saviorDef,4,saviorRes,4,,,,,Inf-Cav-Fly,Any,,,
Shadow Shift 1,"If unit's HP = 100%, when Canto triggers, enables unit to use [Reposition] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,1,shadowShift,0,,,,,,,,,Inf-Armor,Any,,,
Shadow Shift 2,"If unit's HP ≥ 50%, when Canto triggers, enables unit to use [Reposition] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,2,shadowShift,2,,,,,,,,,Inf-Armor,Any,,,
Shadow Shift 3,"If unit's HP ≥ 25%, when Canto triggers, enables unit to use [Reposition] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,3,shadowShift,3,,,,,,,,,Inf-Armor,Any,,,
Shadow Shift 4,"When Canto triggers, enables unit to use [Reposition] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger). If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+3 to unit during combat and restores 7 HP to unit after combat.",C,4,shadowShift,4,shift4,0,,,,,,,Inf-Armor,Any,,,
Shadow Smite 1,"If unit's HP = 100%, when Canto triggers, enables unit to use [Smite] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,1,shadowSmite,1,,,,,,,,,Inf-Armor,Any,,,
Shadow Smite 2,"If unit's HP ≥ 50%, when Canto triggers, enables unit to use [Smite] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,2,shadowSmite,2,,,,,,,,,Inf-Armor,Any,,,
Shadow Smite 3,"If unit's HP ≥ 25%, when Canto triggers, enables unit to use [Smite] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,3,shadowSmite,3,,,,,,,,,Inf-Armor,Any,,,
Shadow Smite 4,"When Canto triggers, enables unit to use [Smite] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger). If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+3 to unit during combat and restores 7 HP to unit after combat.",C,4,shadowSmite,4,shift4,0,,,,,,,Inf-Armor,Any,,,
Lookout 1,"Enables [Canto (1)]. If unit's HP = 100%, when Canto triggers, enables unit to use [Distant Swap] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,1,lookout,0,canto1,0,,,,,,,Any,NotDagger,,,
Lookout 2,"Enables [Canto (1)]. If unit's HP ≥ 50%, when Canto triggers, enables unit to use [Distant Swap] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,2,lookout,2,canto1,0,,,,,,,Any,NotDagger,,,
Lookout 3,"Enables [Canto (1)]. If unit's HP ≥ 25%, when Canto triggers, enables unit to use [Distant Swap] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).",C,3,lookout,3,canto1,0,,,,,,,Any,NotDagger,,,
Lookout Force,"Enables [Canto (2)]. When Canto triggers, enables unit to use [Distant Swap] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+4 to unit and neutralizes unit's penalties to Atk/Spd during combat.",C,4,lookout,4,canto2,0,lookoutForce,0,,,,,Any,NotDagger,,,
Active Lookout,"Enables [Canto (2)]. When Canto triggers, enables unit to use [Distant Swap] on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+4 to unit during combat. If unit initiates combat, unit can make a follow-up attack before foe's next attack.",C,4,lookout,4,canto2,0,activeLookout,0,,,,,Any,NotDagger,,,
Sword Exp. 1,"While unit lives and uses a sword, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotSword,,,
Sword Exp. 2,"While unit lives, all sword allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotSword,,,
Sword Exp. 3,"While unit lives, all sword allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotSword,,,
Lance Exp. 1,"While unit lives and uses a lance, unit gets 1.5x EXP. (Only highest value applied. Does not stack.)",C,1,,,,,,,,,,,Any,NotLance,,,
Lance Exp. 2,"While unit lives, all lance allies on team get 1.5x EXP. (Only highest value applied. Does not stack.)",C,2,,,,,,,,,,,Any,NotLance,,,
Lance Exp. 3,"While unit lives, all lance allies on team get 2x EXP. (Only highest value applied. Does not stack.)",C,3,,,,,,,,,,,Any,NotLance,,,
Axe Experience 1,"While unit lives and uses an axe, unit gets 1.5x EXP. (Only highest value applied. Does not stack.)",C,1,,,,,,,,,,,Any,NotAxe,,,
Axe Experience 2,"While unit lives, all axe allies on team get 1.5x EXP. (Only highest value applied. Does not stack.)",C,2,,,,,,,,,,,Any,NotAxe,,,
Axe Experience 3,"While unit lives, all axe allies on team get 2x EXP. (Only highest value applied. Does not stack.)",C,3,,,,,,,,,,,Any,NotAxe,,,
R Tome Exp. 1,"While unit lives and uses a red tome, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotRTome,,,
R Tome Exp. 2,"While unit lives, all red tome allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotRTome,,,
R Tome Exp. 3,"While unit lives, all red tome allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotRTome,,,
B Tome Exp. 1,"While unit lives and uses a blue tome, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotBTome,,,
B Tome Exp. 2,"While unit lives, all blue tome allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotBTome,,,
B Tome Exp. 3,"While unit lives, all blue tome allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotBTome,,,
G Tome Exp. 1,"While unit lives and uses a green tome, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotGTome,,,
G Tome Exp. 2,"While unit lives, all green tome allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotGTome,,,
G Tome Exp. 3,"While unit lives, all green tome allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotGTome,,,
Bow Exp. 1,"While unit lives and uses a bow, unit gets 1.5x EXP. (Only highest value applied. Does not stack.)",C,1,,,,,,,,,,,Any,NotBow,,,
Bow Exp. 2,"While unit lives, all bow allies on team get 1.5x EXP. (Only highest value applied. Does not stack.)",C,2,,,,,,,,,,,Any,NotBow,,,
Bow Exp. 3,"While unit lives, all bow allies on team get 2x EXP. (Only highest value applied. Does not stack.)",C,3,,,,,,,,,,,Any,NotBow,,,
Dagger Exp. 1,"While unit lives and uses a dagger, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotDagger,,,
Dagger Exp. 2,"While unit lives, all dagger allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotDagger,,,
Dagger Exp. 3,"While unit lives, all dagger allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotDagger,,,
Staff Exp. 1,"While unit lives and uses a staff, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotStaff,,,
Staff Exp. 2,"While unit lives, all staff allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotStaff,,,
Dragon Exp. 1,"While unit lives and uses a dragonstone, unit gets 1.5x EXP. (Only highest value applied. Does not stack.)",C,1,,,,,,,,,,,Any,NotDragon,,,
Dragon Exp. 2,"While unit lives, all dragonstone allies on team get 1.5x EXP. (Only highest value applied. Does not stack.)",C,2,,,,,,,,,,,Any,NotDragon,,,
Dragon Exp. 3,"While unit lives, all dragonstone allies on team get 2x EXP. (Only highest value applied. Does not stack.)",C,3,,,,,,,,,,,Any,NotDragon,,,
Staff Exp. 3,"While unit lives, all staff allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotStaff,,,
Beast Exp. 1,"While unit lives and uses beast damage, unit gets 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotBeast,,,
Beast Exp. 2,"While unit lives, all beast allies on team get 1.5x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotBeast,,,
Beast Exp. 3,"While unit lives, all beast allies on team get 2x EXP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotBeast,,,
Sword Valor 1,"While unit lives and uses a sword, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotSword,,,
Sword Valor 2,"While unit lives, all sword allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotSword,,,
Sword Valor 3,"While unit lives, all sword allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotSword,,,
Lance Valor 1,"While unit lives and uses a lance, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotLance,,,
Lance Valor 2,"While unit lives, all lance allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotLance,,,
Lance Valor 3,"While unit lives, all lance allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotLance,,,
Axe Valor 1,"While unit lives and uses an axe, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotAxe,,,
Axe Valor 2,"While unit lives, all axe allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotAxe,,,
Axe Valor 3,"While unit lives, all axe allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotAxe,,,
R Tome Valor 1,"While unit lives and uses a red tome, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotRTome,,,
R Tome Valor 2,"While unit lives, all red tome allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotRTome,,,
R Tome Valor 3,"While unit lives, all red tome allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotRTome,,,
B Tome Valor 1,"While unit lives and uses a blue tome, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotBTome,,,
B Tome Valor 2,"While unit lives, all blue tome allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotBTome,,,
B Tome Valor 3,"While unit lives, all blue tome allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotBTome,,,
G Tome Valor 1,"While unit lives and uses a green tome, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotGTome,,,
G Tome Valor 2,"While unit lives, all green tome allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotGTome,,,
G Tome Valor 3,"While unit lives, all green tome allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotGTome,,,
Bow Valor 1,"While unit lives and uses a bow, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotBow,,,
Bow Valor 2,"While unit lives, all bow allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotBow,,,
Bow Valor 3,"While unit lives, all bow allies on team get 2x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,3,,,,,,,,,,,Any,NotBow,,,
Dagger Valor 1,"While unit lives and uses a dagger, unit gets 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,1,,,,,,,,,,,Any,NotDagger,,,
Dagger Valor 2,"While unit lives, all dagger allies on team get 1.5x SP. (Only highest value applied. Does not stack. This skill has no effect in this application.)",C,2,,,,,,,,,,,Any,NotDagger,,,
