Name,Description,Tier,Letter,Chain,Selectable,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons
Threat. Atk/Def 2,"At start of turn, inflicts Atk/Def-4 on foes within 2 spaces through their next actions.",3,C,179,FALSE,,,,,,,,,,,Any,Any
Threat. Spd/Def 1,"At start of turn, inflicts Spd/Def-3 on foes within 2 spaces through their next actions.",2,C,180,FALSE,,,,,,,,,,,Any,Any
Threat. Spd/Def 2,"At start of turn, inflicts Spd/Def-4 on foes within 2 spaces through their next actions.",3,C,180,FALSE,,,,,,,,,,,Any,Any
Threat. Spd/Res 1,"At start of turn, inflicts Spd/Res-3 on foes within 2 spaces through their next actions.",2,C,181,FALSE,,,,,,,,,,,Any,Any
Threat. Spd/Res 2,"At start of turn, inflicts Spd/Res-4 on foes within 2 spaces through their next actions.",3,C,181,FALSE,,,,,,,,,,,Any,Any
Threat. Atk/Res 1,"At start of turn, inflicts Atk/Res-3 on foes within 2 spaces through their next actions.",2,C,182,FALSE,,,,,,,,,,,Any,Any
Threat. Atk/Res 2,"At start of turn, inflicts Atk/Res-4 on foes within 2 spaces through their next actions.",3,C,182,FALSE,,,,,,,,,,,Any,Any
Threat. Def/Res 1,"At start of turn, inflicts Def/Res-3 on foes within 2 spaces of unit through their next actions.",2,C,236,FALSE,,,,,,,,,,,Any,Any
Threat. Def/Res 2,"At start of turn, inflicts Def/Res-4 on foes within 2 spaces of unit through their next actions.",3,C,236,FALSE,,,,,,,,,,,Any,Any
Atk Ploy 1,"At start of turn, inflicts Atk-3 on foes in cardinal directions with Res < unit's Res through their next actions.",1,C,183,FALSE,,,,,,,,,,,Any,Any
Atk Ploy 2,"At start of turn, inflicts Atk-4 on foes in cardinal directions with Res < unit's Res through their next actions.",2,C,183,FALSE,,,,,,,,,,,Any,Any
Atk Ploy 3,"At start of turn, inflicts Atk-5 on foes in cardinal directions with Res < unit's Res through their next actions.",3,C,183,FALSE,,,,,,,,,,,Any,Any
Spd Ploy 1,"At start of turn, inflicts Spd-3 on foes in cardinal directions with Res < unit's Res through their next actions.",1,C,184,FALSE,,,,,,,,,,,Any,Any
Spd Ploy 2,"At start of turn, inflicts Spd-4 on foes in cardinal directions with Res < unit's Res through their next actions.",2,C,184,FALSE,,,,,,,,,,,Any,Any
Spd Ploy 3,"At start of turn, inflicts Spd-5 on foes in cardinal directions with Res < unit's Res through their next actions.",3,C,184,FALSE,,,,,,,,,,,Any,Any
Def Ploy 1,"At start of turn, inflicts Def-3 on foes in cardinal directions with Res < unit's Res through their next actions.",1,C,185,FALSE,,,,,,,,,,,Any,Any
Def Ploy 2,"At start of turn, inflicts Def-4 on foes in cardinal directions with Res < unit's Res through their next actions.",2,C,185,FALSE,,,,,,,,,,,Any,Any
Def Ploy 3,"At start of turn, inflicts Def-5 on foes in cardinal directions with Res < unit's Res through their next actions.",3,C,185,FALSE,,,,,,,,,,,Any,Any
Res Ploy 1,"At start of turn, inflicts Res-3 on foes in cardinal directions with Res < unit's Res through their next actions.",1,C,186,FALSE,,,,,,,,,,,Any,Any
Res Ploy 2,"At start of turn, inflicts Res-4 on foes in cardinal directions with Res < unit's Res through their next actions.",2,C,186,FALSE,,,,,,,,,,,Any,Any
Res Ploy 3,"At start of turn, inflicts Res-5 on foes in cardinal directions with Res < unit's Res through their next actions.",3,C,186,FALSE,,,,,,,,,,,Any,Any
Panic Ploy 1,"At start of turn, converts bonuses on foes in cardinal directions with HP ≤ unit's HP-5 into penalties through their next actions.",1,C,187,FALSE,,,,,,,,,,,Any,Any
Panic Ploy 2,"At start of turn, converts bonuses on foes in cardinal directions with HP ≤ unit's HP-3 into penalties through their next actions.",2,C,187,FALSE,,,,,,,,,,,Any,Any
Panic Ploy 3,"At start of turn, converts bonuses on foes in cardinal directions with HP < unit's HP into penalties through their next actions.",3,C,187,FALSE,,,,,,,,,,,Any,Any
Atk Smoke 1,Inflicts Atk-3 on foes within 2 spaces of target through their next actions after combat.,1,C,188,FALSE,,,,,,,,,,,Any,Any
Atk Smoke 2,Inflicts Atk-5 on foes within 2 spaces of target through their next actions after combat.,2,C,188,FALSE,,,,,,,,,,,Any,Any
Atk Smoke 3,Inflicts Atk-7 on foes within 2 spaces of target through their next actions after combat.,3,C,188,FALSE,,,,,,,,,,,Any,Any
Spd Smoke 1,Inflicts Spd-3 on foes within 2 spaces of target through their next actions after combat.,1,C,189,FALSE,,,,,,,,,,,Any,Any
Spd Smoke 2,Inflicts Spd-5 on foes within 2 spaces of target through their next actions after combat.,2,C,189,FALSE,,,,,,,,,,,Any,Any
Spd Smoke 3,Inflicts Spd-7 on foes within 2 spaces of target through their next actions after combat.,3,C,189,FALSE,,,,,,,,,,,Any,Any
Def Smoke 1,Inflicts Def-3 on foes within 2 spaces of target through their next actions after combat.,1,C,190,FALSE,,,,,,,,,,,Any,Any
Def Smoke 2,Inflicts Def-5 on foes within 2 spaces of target through their next actions after combat.,2,C,190,FALSE,,,,,,,,,,,Any,Any
Def Smoke 3,Inflicts Def-7 on foes within 2 spaces of target through their next actions after combat.,3,C,190,FALSE,,,,,,,,,,,Any,Any
Res Smoke 1,Inflicts Res-3 on foes within 2 spaces of target through their next actions after combat.,1,C,191,FALSE,,,,,,,,,,,Any,Any
Res Smoke 2,Inflicts Res-5 on foes within 2 spaces of target through their next actions after combat.,2,C,191,FALSE,,,,,,,,,,,Any,Any
Res Smoke 3,Inflicts Res-7 on foes within 2 spaces of target through their next actions after combat.,3,C,191,FALSE,,,,,,,,,,,Any,Any
Armor March 1,"At start of turn, if unit's HP = 100% and unit is adjacent to an armored ally, unit and adjacent armored allies can move 1 extra space. (That turn only. Does not stack.)",1,C,192,FALSE,,,,,,,,,,,Any,Any
Armor March 2,"At start of turn, if unit's HP ≥ 50% and unit is adjacent to an armored ally, unit and adjacent armored allies can move 1 extra space. (That turn only. Does not stack.)",2,C,192,FALSE,,,,,,,,,,,Any,Any
Armor March 3,"At start of turn, if unit is adjacent to an armored ally, unit and adjacent armored allies can move 1 extra space. (That turn only. Does not stack.)",3,C,192,FALSE,,,,,,,,,,,Any,Any
Assault Troop 1,"At start of turn, if any foe is in cardinal directions of unit, grants [Charge] to unit for 1 turn.",1,C,234,FALSE,,,,,,,,,,,Any,Any
Assault Troop 2,"At start of turn, if any foe is within 3 columns or 3 rows centered on unit, grants [Charge] to unit for 1 turn.",2,C,234,FALSE,,,,,,,,,,,Any,Any
Assault Troop 3,"At start of turn, if unit's HP = 100% or any foe is within 3 columns or 3 rows centered on unit, grants [Charge] to unit for 1 turn.",3,C,234,FALSE,,,,,,,,,,,Any,Any
Guidance 1,"If unit's HP = 100%, infantry and armored allies within 2 spaces can move to a space adjacent to unit.",1,C,193,FALSE,,,,,,,,,,,Any,Any
Guidance 2,"If unit's HP ≥ 50%, infantry and armored allies within 2 spaces can move to a space adjacent to unit.",2,C,193,FALSE,,,,,,,,,,,Any,Any
Guidance 3,Infantry and armored allies within 2 spaces can move to a space adjacent to unit.,3,C,193,FALSE,,,,,,,,,,,Any,Any
Flier Guidance 1,"If unit's HP = 100%, flying allies within 2 spaces can move to a space adjacent to unit.",1,C,194,FALSE,,,,,,,,,,,Any,Any
Flier Guidance 2,"If unit's HP ≥ 50%, flying allies within 2 spaces can move to a space adjacent to unit.",2,C,194,FALSE,,,,,,,,,,,Any,Any
Flier Guidance 3,Flying allies within 2 spaces can move to a space adjacent to unit.,3,C,194,FALSE,,,,,,,,,,,Any,Any
Ground Orders 1,"At start of turn, if unit's HP = 100%, grants the following status to adjacent infantry, armored, and cavalry allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",1,C,195,FALSE,,,,,,,,,,,Any,Any
Ground Orders 2,"At start of turn, if unit's HP ≥ 50%, grants the following status to adjacent infantry, armored, and cavalry allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",2,C,195,FALSE,,,,,,,,,,,Any,Any
Ground Orders 3,"At start of turn, grants the following status to adjacent infantry, armored, and cavalry allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",3,C,195,FALSE,,,,,,,,,,,Any,Any
Air Orders 1,"At start of turn, if unit's HP = 100%, grants the following status to adjacent flying allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",1,C,196,FALSE,,,,,,,,,,,Any,Any
Air Orders 2,"At start of turn, if unit's HP ≥ 50%, grants the following status to adjacent flying allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",2,C,196,FALSE,,,,,,,,,,,Any,Any
Air Orders 3,"At start of turn, grants the following status to adjacent flying allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",3,C,196,FALSE,,,,,,,,,,,Any,Any
Odd Atk Wave 1,"At start of odd-numbered turns, grants Atk+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,197,FALSE,,,,,,,,,,,Any,Any
Odd Atk Wave 2,"At start of odd-numbered turns, grants Atk+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,197,FALSE,,,,,,,,,,,Any,Any
Odd Atk Wave 3,"At start of odd-numbered turns, grants Atk+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,197,FALSE,,,,,,,,,,,Any,Any
Even Atk Wave 1,"At start of even-numbered turns, grants Atk+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,198,FALSE,,,,,,,,,,,Any,Any
Even Atk Wave 2,"At start of even-numbered turns, grants Atk+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,198,FALSE,,,,,,,,,,,Any,Any
Even Atk Wave 3,"At start of even-numbered turns, grants Atk+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,198,FALSE,,,,,,,,,,,Any,Any
Odd Spd Wave 1,"At start of odd-numbered turns, grants Spd+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,199,FALSE,,,,,,,,,,,Any,Any
Odd Spd Wave 2,"At start of odd-numbered turns, grants Spd+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,199,FALSE,,,,,,,,,,,Any,Any
Odd Spd Wave 3,"At start of odd-numbered turns, grants Spd+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,199,FALSE,,,,,,,,,,,Any,Any
Even Spd Wave 1,"At start of even-numbered turns, grants Spd+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,200,FALSE,,,,,,,,,,,Any,Any
Even Spd Wave 2,"At start of even-numbered turns, grants Spd+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,200,FALSE,,,,,,,,,,,Any,Any
Even Spd Wave 3,"At start of even-numbered turns, grants Spd+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,200,FALSE,,,,,,,,,,,Any,Any
Odd Def Wave 1,"At start of odd-numbered turns, grants Def+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,201,FALSE,,,,,,,,,,,Any,Any
Odd Def Wave 2,"At start of odd-numbered turns, grants Def+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,201,FALSE,,,,,,,,,,,Any,Any
Odd Def Wave 3,"At start of odd-numbered turns, grants Def+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,201,FALSE,,,,,,,,,,,Any,Any
Even Def Wave 1,"At start of even-numbered turns, grants Def+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,202,FALSE,,,,,,,,,,,Any,Any
Even Def Wave 2,"At start of even-numbered turns, grants Def+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,202,FALSE,,,,,,,,,,,Any,Any
Even Def Wave 3,"At start of even-numbered turns, grants Def+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,202,FALSE,,,,,,,,,,,Any,Any
Odd Res Wave 1,"At start of odd-numbered turns, grants Res+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,203,FALSE,,,,,,,,,,,Any,Any
Odd Res Wave 2,"At start of odd-numbered turns, grants Res+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,203,FALSE,,,,,,,,,,,Any,Any
Odd Res Wave 3,"At start of odd-numbered turns, grants Res+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,203,FALSE,,,,,,,,,,,Any,Any
Even Res Wave 1,"At start of even-numbered turns, grants Res+2 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",1,C,204,FALSE,,,,,,,,,,,Any,Any
Even Res Wave 2,"At start of even-numbered turns, grants Res+4 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",2,C,204,FALSE,,,,,,,,,,,Any,Any
Even Res Wave 3,"At start of even-numbered turns, grants Res+6 to unit and adjacent allies for 1 turn. (Bonus granted to unit even if no allies are adjacent.)",3,C,204,FALSE,,,,,,,,,,,Any,Any
Atk Opening 1,"At start of turn, grants Atk+2 to ally with the highest Atk for 1 turn. (Excludes unit.)",1,C,205,FALSE,,,,,,,,,,,Any,Any
Atk Opening 2,"At start of turn, grants Atk+4 to ally with the highest Atk for 1 turn. (Excludes unit.)",2,C,205,FALSE,,,,,,,,,,,Any,Any
Atk Opening 3,"At start of turn, grants Atk+6 to ally with the highest Atk for 1 turn. (Excludes unit.)",3,C,205,FALSE,,,,,,,,,,,Any,Any
Spd Opening 1,"At start of turn, grants Spd+2 to ally with the highest Atk for 1 turn. (Excludes unit.)",1,C,206,FALSE,,,,,,,,,,,Any,Any
Spd Opening 2,"At start of turn, grants Spd+4 to ally with the highest Atk for 1 turn. (Excludes unit.)",2,C,206,FALSE,,,,,,,,,,,Any,Any
Spd Opening 3,"At start of turn, grants Spd+6 to ally with the highest Atk for 1 turn. (Excludes unit.)",3,C,206,FALSE,,,,,,,,,,,Any,Any
Def Opening 1,"At start of turn, grants Def+2 to ally with the highest Atk for 1 turn. (Excludes unit.)",1,C,207,FALSE,,,,,,,,,,,Any,Any
Def Opening 2,"At start of turn, grants Def+4 to ally with the highest Atk for 1 turn. (Excludes unit.)",2,C,207,FALSE,,,,,,,,,,,Any,Any
Def Opening 3,"At start of turn, grants Def+6 to ally with the highest Atk for 1 turn. (Excludes unit.)",3,C,207,FALSE,,,,,,,,,,,Any,Any
Res Opening 1,"At start of turn, grants Res+2 to ally with the highest Atk for 1 turn. (Excludes unit.)",1,C,208,FALSE,,,,,,,,,,,Any,Any
Res Opening 2,"At start of turn, grants Res+4 to ally with the highest Atk for 1 turn. (Excludes unit.)",2,C,208,FALSE,,,,,,,,,,,Any,Any
Res Opening 3,"At start of turn, grants Res+6 to ally with the highest Atk for 1 turn. (Excludes unit.)",3,C,208,FALSE,,,,,,,,,,,Any,Any
Rouse Atk/Spd 1,"At start of turn, if unit is not adjacent to an ally, grants Atk/Spd+2 to unit for 1 turn.",1,C,230,FALSE,,,,,,,,,,,Any,Any
Rouse Atk/Spd 2,"At start of turn, if unit is not adjacent to an ally, grants Atk/Spd+4 to unit for 1 turn.",2,C,230,FALSE,,,,,,,,,,,Any,Any
Rouse Atk/Spd 3,"At start of turn, if unit is not adjacent to an ally, grants Atk/Spd+6 to unit for 1 turn.",3,C,230,FALSE,,,,,,,,,,,Any,Any
Rouse Atk/Def 1,"At start of turn, if unit is not adjacent to an ally, grants Atk/Def+2 to unit for 1 turn.",1,C,209,FALSE,,,,,,,,,,,Any,Any
Rouse Atk/Def 2,"At start of turn, if unit is not adjacent to an ally, grants Atk/Def+4 to unit for 1 turn.",2,C,209,FALSE,,,,,,,,,,,Any,Any
Rouse Atk/Def 3,"At start of turn, if unit is not adjacent to an ally, grants Atk/Def+6 to unit for 1 turn.",3,C,209,FALSE,,,,,,,,,,,Any,Any
Rouse Spd/Def 1,"At start of turn, if unit is not adjacent to an ally, grants Spd/Def+2 to unit for 1 turn.",1,C,210,FALSE,,,,,,,,,,,Any,Any
Rouse Spd/Def 2,"At start of turn, if unit is not adjacent to an ally, grants Spd/Def+4 to unit for 1 turn.",2,C,210,FALSE,,,,,,,,,,,Any,Any
Rouse Spd/Res 3,"At start of turn, if unit is not adjacent to an ally, grants Spd/Def+6 to unit for 1 turn.",3,C,210,FALSE,,,,,,,,,,,Any,Any
Rouse Def/Res 1,"At start of turn, if unit is not adjacent to an ally, grants Def/Res+2 to unit for 1 turn.",1,C,211,FALSE,,,,,,,,,,,Any,Any
Rouse Def/Res 2,"At start of turn, if unit is not adjacent to an ally, grants Def/Res+4 to unit for 1 turn.",2,C,211,FALSE,,,,,,,,,,,Any,Any
Rouse Def/Res 3,"At start of turn, if unit is not adjacent to an ally, grants Def/Res+6 to unit for 1 turn.",3,C,211,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Oath 1,"At start of turn, if unit is adjacent to an ally, grants Atk/Spd+3 to unit for 1 turn.",1,C,212,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Oath 2,"At start of turn, if unit is adjacent to an ally, grants Atk/Spd+4 to unit for 1 turn.",2,C,212,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Oath 3,"At start of turn, if unit is adjacent to an ally, grants Atk/Spd+5 to unit for 1 turn.",3,C,212,FALSE,,,,,,,,,,,Any,Any
Atk/Def Oath 1,"At start of turn, if unit is adjacent to an ally, grants Atk/Def+3 to unit for 1 turn.",1,C,213,FALSE,,,,,,,,,,,Any,Any
Atk/Def Oath 2,"At start of turn, if unit is adjacent to an ally, grants Atk/Def+4 to unit for 1 turn.",2,C,213,FALSE,,,,,,,,,,,Any,Any
Atk/Def Oath 3,"At start of turn, if unit is adjacent to an ally, grants Atk/Def+5 to unit for 1 turn.",3,C,213,FALSE,,,,,,,,,,,Any,Any
Atk/Res Oath 1,"At start of turn, if unit is adjacent to an ally, grants Atk/Res+3 to unit for 1 turn.",1,C,214,FALSE,,,,,,,,,,,Any,Any
Atk/Res Oath 2,"At start of turn, if unit is adjacent to an ally, grants Atk/Res+4 to unit for 1 turn.",2,C,214,FALSE,,,,,,,,,,,Any,Any
Atk/Res Oath 3,"At start of turn, if unit is adjacent to an ally, grants Atk/Res+5 to unit for 1 turn.",3,C,214,FALSE,,,,,,,,,,,Any,Any
Spd/Def Oath 1,"At start of turn, if unit is adjacent to an ally, grants Spd/Def+3 to unit for 1 turn.",1,C,229,FALSE,,,,,,,,,,,Any,Any
Spd/Def Oath 2,"At start of turn, if unit is adjacent to an ally, grants Spd/Def+4 to unit for 1 turn.",2,C,229,FALSE,,,,,,,,,,,Any,Any
Spd/Def Oath 3,"At start of turn, if unit is adjacent to an ally, grants Spd/Def+5 to unit for 1 turn.",3,C,229,FALSE,,,,,,,,,,,Any,Any
Spd/Res Oath 1,"At start of turn, if unit is adjacent to an ally, grants Spd/Res+3 to unit for 1 turn.",1,C,215,FALSE,,,,,,,,,,,Any,Any
Spd/Res Oath 2,"At start of turn, if unit is adjacent to an ally, grants Spd/Res+4 to unit for 1 turn.",2,C,215,FALSE,,,,,,,,,,,Any,Any
Spd/Res Oath 3,"At start of turn, if unit is adjacent to an ally, grants Spd/Res+5 to unit for 1 turn.",3,C,215,FALSE,,,,,,,,,,,Any,Any
Odd Tempest 1,"At start of odd-numbered turns, if unit's HP = 100%, unit can move 1 extra space. (That turn only. Does not stack.)",1,C,216,FALSE,,,,,,,,,,,Any,Any
Odd Tempest 2,"At start of odd-numbered turns, if unit's HP ≥ 50%, unit can move 1 extra space. (That turn only. Does not stack.)",2,C,216,FALSE,,,,,,,,,,,Any,Any
Odd Tempest 3,"At start of odd-numbered turns, unit can move 1 extra space. (That turn only. Does not stack.)",3,C,216,FALSE,,,,,,,,,,,Any,Any
Even Tempest 1,"At start of even-numbered turns, if unit's HP = 100%, unit can move 1 extra space. (That turn only. Does not stack.)",1,C,217,FALSE,,,,,,,,,,,Any,Any
Even Tempest 2,"At start of even-numbered turns, if unit's HP ≥ 50%, unit can move 1 extra space. (That turn only. Does not stack.)",2,C,217,FALSE,,,,,,,,,,,Any,Any
Even Tempest 3,"At start of even-numbered turns, unit can move 1 extra space. (That turn only. Does not stack.)",3,C,217,FALSE,,,,,,,,,,,Any,Any
Quickened Pulse,"At the start of turn 1, grants Special cooldown count-1.",1,S,218,TRUE,turn1Pulse,1,,,,,,,,,Any,Any
Phantom Spd 1,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +5.",1,S,219,TRUE,phantomSpd,5,,,,,,,,,Any,Any
Phantom Spd 2,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +8.",2,S,219,TRUE,phantomSpd,8,,,,,,,,,Any,Any
Phantom Spd 3,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +10.",3,S,219,TRUE,phantomSpd,10,,,,,,,,,Any,Any
Phantom Res 1,"If a skill compares unit's Res to a foe's or ally's Res, treats unit's Res as if granted +5.",1,S,220,TRUE,phantomRes,5,,,,,,,,,Any,Any
Phantom Res 2,"If a skill compares unit's Res to a foe's or ally's Res, treats unit's Res as if granted +8.",2,S,220,TRUE,phantomRes,8,,,,,,,,,Any,Any
Phantom Res 3,"If a skill compares unit's Res to a foe's or ally's Res, treats unit's Res as if granted +10.",3,S,220,TRUE,phantomRes,10,,,,,,,,,Any,Any
Hardy Bearing 1,"Disables unit's skills that change attack priority. At start of combat, if unit's HP = 100%, disables foe's skills that change attack priority.",1,S,221,TRUE,hardyBearing,1,,,,,,,,,Any,Any
Hardy Bearing 2,"Disables unit's skills that change attack priority. At start of combat, if unit's HP ≥ 50%, disables foe's skills that change attack priority.",2,S,221,TRUE,hardyBearing,2,,,,,,,,,Any,Any
Hardy Bearing 3,Disables unit's and foe's skills that change attack priority.,3,S,221,TRUE,hardyBearing,3,,,,,,,,,Any,Any
Deflect Melee 1,"If unit receives consecutive attacks and foe uses a sword, lance, or axe, reduces damage from foe's second attack onward by 30%.",1,S,222,FALSE,,,,,,,,,,,Any,Any
Deflect Melee 2,"If unit receives consecutive attacks and foe uses a sword, lance, or axe, reduces damage from foe's second attack onward by 50%.",2,S,222,FALSE,,,,,,,,,,,Any,Any
Deflect Melee 3,"If unit receives consecutive attacks and foe uses a sword, lance, or axe, reduces damage from foe's second attack onward by 80%.",3,S,222,FALSE,,,,,,,,,,,Any,Any
Deflect Missile 1,"If unit receives consecutive attacks and foe uses bow or dagger, reduces damage from foe's second attack onward by 30%.",1,S,223,FALSE,,,,,,,,,,,Any,Any
Deflect Missile 2,"If unit receives consecutive attacks and foe uses bow or dagger, reduces damage from foe's second attack onward by 50%.",2,S,223,FALSE,,,,,,,,,,,Any,Any
Deflect Missile 3,"If unit receives consecutive attacks and foe uses bow or dagger, reduces damage from foe's second attack onward by 80%.",3,S,223,FALSE,,,,,,,,,,,Any,Any
Deflect Magic 1,"If unit receives consecutive attacks and foe uses magic, reduces damage from foe's second attack onward by 30%.",1,S,224,FALSE,,,,,,,,,,,Any,Any
Deflect Magic 2,"If unit receives consecutive attacks and foe uses magic, reduces damage from foe's second attack onward by 50%.",2,S,224,FALSE,,,,,,,,,,,Any,Any
Deflect Magic 3,"If unit receives consecutive attacks and foe uses magic, reduces damage from foe's second attack onward by 80%.",3,S,224,FALSE,,,,,,,,,,,Any,Any
Armored Boots,"At start of turn, if unit's HP = 100%, unit can move 1 extra space. (That turn only. Does not stack.)",1,S,225,FALSE,,,,,,,,,,,Any,Any
Dist. Counter (D),Unit can counterattack regardless of foe's range.,1,S,226,FALSE,,,,,,,,,,,Any,Any
Dist. Counter (M),Unit can counterattack regardless of foe's range.,1,S,227,FALSE,,,,,,,,,,,Any,Any
Beast,Removes the condition to transform.,1,S,228,FALSE,,,,,,,,,,,Any,Any
Embla's Ward,Reduces damage dealt to unit to 0.,0,S,10000,FALSE,invincible,1,,,,,,,,,Any,Any
Múspellflame,Reduces damage dealt to unit to 0.,0,S,10001,FALSE,invincible,2,,,,,,,,,Any,Any
Niðavellir Axiom,Reduces damage dealt to unit to 0.,0,S,10002,FALSE,invincible,5,,,,,,,,,Any,Any
Gold Perfection,Reduces damage dealt to unit to 0.,0,S,10003,FALSE,invincible,7,,,,,,,,,Any,Any
Nine-Realm Pact,Reduces damage dealt to unit to 0.,0,S,10017,FALSE,invincible,9,,,,,,,,,Any,Any
Gullinbursti,Enables [Canto (Rem.)].,0,S,10004,FALSE,,,,,,,,,,,Any,Any
Røkkr,"Neutralizes damage outside of combat (from skills like Poison Strike, etc.) except damage dealt by Specials that trigger before combat. Unit's HP can be reduced to 0 only by an attack from allied armies. Unit cannot restore its own HP.",0,S,10005,FALSE,,,,,,,,,,,Any,Any
Guardian Seal,"Units on the opposing team with Range = 2 cannot move through a space adjacent to the holder of this seal. (Does not affect units with Pass.) When foe with this seal is defeated, restores 10 HP to unit that defeated foe and inflicts Special cooldown count+1 on that unit after combat.",0,S,10006,FALSE,,,,,,,,,,,Any,Any
Blade Seal,"When the holder of this seal is defeated, restores 10 HP to unit that defeats holder, inflicts Special cooldown count+1 on that unit after combat, and a [Special Blade] drops.",0,S,10007,FALSE,,,,,,,,,,,Any,Any
Charm Seal,"When the holder of this seal is defeated, restores 10 HP to unit that defeats holder, inflicts Special cooldown count+1 on that unit after combat, and a [Lightning Charm] drops.",0,S,10008,FALSE,,,,,,,,,,,Any,Any
Elixir Seal,"When the holder of this seal is defeated, restores 10 HP to unit that defeats holder, inflicts Special cooldown count+1 on that unit after combat, and an [Elixir] drops.",0,S,10009,FALSE,,,,,,,,,,,Any,Any
Boots Seal,"When the holder of this seal is defeated, restores 10 HP to unit that defeats holder, inflicts Special cooldown count+1 on that unit after combat, and [Infantry Boots] drop.",0,S,10010,FALSE,,,,,,,,,,,Any,Any
Veil Seal,"When the holder of this seal is defeated, restores 10 HP to unit that defeats holder, inflicts Special cooldown count+1 on that unit after combat, and a [Dancer's Veil] drops.",0,S,10011,FALSE,,,,,,,,,,,Any,Any
Horn Seal,"When the holder of this seal is defeated, restores 10 HP to unit that defeats holder, inflicts Special cooldown count+1 on that unit after combat, and a [Fortifying Horn] drops.",0,S,10012,FALSE,,,,,,,,,,,Any,Any
R Time Traveler,"Against a foe equipped with this Sacred Seal, grants player's unit one of the following advantages or inflicts one of the following disadvantages based on that unit's color:
   - If blue, grants major advantage: unit deals damage = 20% of unit's Atk and reduces damage from attacks by 20% of foe's Atk during combat (excluding area-of-effect Specials), and reduces damage from foe's area-of-effect Specials by 80%.
   - If colorless, grants minor advantage: unit deals damage = 10% of unit's Atk during combat (excluding area-of-effect Specials).
   - If green, inflicts major disadvantage: foe deals damage = 20% of foe's Atk and reduces damage from attacks by 20% of unit's Atk during combat (excluding area-of-effect Specials), and reduces damage from unit's area-of-effect Specials by 80%.",0,S,10013,FALSE,,,,,,,,,,,Any,Any
