IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4,NameJP,DescJP,NameDE,DescDE,NameES,DescES,NameLS,DescLS,NameFR,DescFR,NameIT,DescIT,NameTC,DescTC,NamePT,DescPT
Fell Breath,Fell Breath,16,1,"Grants Atk+3. At the start of combat, if foe’s HP < 100%, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,dumaBoost,0,,,,,,,Duma,,,,,,,,,,,,,,,,,,,
Fell BreathEff,Fell Breath,16,1,"Grants Atk+3. At the start of combat, if foe's HP < 100% or if unit's Atk > foe's Atk, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk+5 to unit, inflicts Atk-5 on foe, and reduces damage from foe's first attack by 30% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 30% of unit's Atk minus foe's Res.",Dragon,atkBoost,3,dumaRefineBoost,0,HPBoost,3,Twilight of the Gods is so peak,0,,,Duma,,,,,,,,,,,,,,,,,,,
Fell BreathAtk,Fell Breath,18,1,"Grants Atk+3. At the start of combat, if foe's HP < 100% or if unit's Atk > foe's Atk, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,dumaRefineBoost,0,HPBoost,5,,,,,Duma,,,,,,,,,,,,,,,,,,,
Fell BreathSpd,Fell Breath,16,1,"Grants Atk+3. At the start of combat, if foe's HP < 100% or if unit's Atk > foe's Atk, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,dumaRefineBoost,0,HPBoost,5,spdBoost,3,,,Duma,,,,,,,,,,,,,,,,,,,
Fell BreathDef,Fell Breath,16,1,"Grants Atk+3. At the start of combat, if foe's HP < 100% or if unit's Atk > foe's Atk, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,dumaRefineBoost,0,HPBoost,5,defBoost,4,,,Duma,,,,,,,,,,,,,,,,,,,
Fell BreathRes,Fell Breath,16,1,"Grants Atk+3. At the start of combat, if foe's HP < 100% or if unit's Atk > foe's Atk, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,dumaRefineBoost,0,HPBoost,5,resBoost,4,,,Duma,,,,,,,,,,,,,,,,,,,
Savage Breath,Savage Breath,16,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +6; 1 ally grants +4; 2 allies grants +2; ≥3 allies grants +0.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,corrinSavage,0,,,,,,,FA!F!Corrin,,,,,,,,,,,,,,,,,,,
Savage BreathEff,Savage Breath,16,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +7; 1 grants +5; 2 grants +3; 3 grants +1; ≥4 allies grants +0.) If the number of allies within 2 spaces of unit is ≤ 1, neutralizes unit's penalties during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat and reduces damage from foe's first attack by X% (X = 30 - number of allies within 2 spaces of unit × 10; min 0%). At start of combat, if unit's HP ≥ 25% and unit's Atk > foe's Res, unit's first attack deals damage = X% of difference between stats (X = 30 - number of allies within 2 spaces of unit × 10; min 0%).",Dragon,atkBoost,3,corrinRefineSavage,0,HPBoost,3,https://twitter.com/YMWyungbug/status/1887810292484374993,0,,,FA!F!Corrin,,,,,,,,,,,,,,,,,,,
Savage BreathAtk,Savage Breath,18,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +7; 1 grants +5; 2 grants +3; 3 grants +1; ≥4 allies grants +0.) If the number of allies within 2 spaces of unit is ≤ 1, neutralizes unit's penalties during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.""",Dragon,atkBoost,3,corrinRefineSavage,0,HPBoost,5,,,,,FA!F!Corrin,,,,,,,,,,,,,,,,,,,
Savage BreathSpd,Savage Breath,16,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +7; 1 grants +5; 2 grants +3; 3 grants +1; ≥4 allies grants +0.) If the number of allies within 2 spaces of unit is ≤ 1, neutralizes unit's penalties during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.""",Dragon,atkBoost,3,corrinRefineSavage,0,HPBoost,5,spdBoost,3,,,FA!F!Corrin,,,,,,,,,,,,,,,,,,,
Savage BreathDef,Savage Breath,16,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +7; 1 grants +5; 2 grants +3; 3 grants +1; ≥4 allies grants +0.) If the number of allies within 2 spaces of unit is ≤ 1, neutralizes unit's penalties during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.""",Dragon,atkBoost,3,corrinRefineSavage,0,HPBoost,5,defBoost,4,,,FA!F!Corrin,,,,,,,,,,,,,,,,,,,
Savage BreathRes,Savage Breath,16,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +7; 1 grants +5; 2 grants +3; 3 grants +1; ≥4 allies grants +0.) If the number of allies within 2 spaces of unit is ≤ 1, neutralizes unit's penalties during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.""",Dragon,atkBoost,3,corrinRefineSavage,0,HPBoost,5,resBoost,4,,,FA!F!Corrin,,,,,,,,,,,,,,,,,,,
Razing Breath,Razing Breath,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,effDragon,0,dCounter,0,,,,,,,FA!Y!Tiki,,,,,,,,,,,,,,,,,,,
Razing BreathEff,Razing Breath,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res during combat = 4 + current bonus on each of unit's stats (calculates each stat bonus independently), and also, if [Bonus] is active on unit, the following will occur based on who initiated combat: if unit initiated, unit makes a guaranteed follow-up attack; if foe initiated, foe cannot make a follow-up attack.",Dragon,effDragon,0,dCounter,0,HPBoost,3,Madden '94,0,,,FA!Y!Tiki,,,,,,,,,,,,,,,,,,,
Razing BreathAtk,Razing Breath,18,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,effDragon,0,dCounter,0,HPBoost,5,,,,,FA!Y!Tiki,,,,,,,,,,,,,,,,,,,
Razing BreathSpd,Razing Breath,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,effDragon,0,dCounter,0,HPBoost,5,spdBoost,3,,,FA!Y!Tiki,,,,,,,,,,,,,,,,,,,
Razing BreathDef,Razing Breath,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,effDragon,0,dCounter,0,HPBoost,5,defBoost,4,,,FA!Y!Tiki,,,,,,,,,,,,,,,,,,,
Razing BreathRes,Razing Breath,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,effDragon,0,dCounter,0,HPBoost,5,resBoost,4,,,FA!Y!Tiki,,,,,,,,,,,,,,,,,,,
Nurturing Breath,Nurturing Breath,16,1,"Grants Def+3. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. Grants Atk/Spd/Def/Res+2 to allies within 7 rows and 7 columns centered on unit during combat.",Dragon,defBoost,3,milaBoost,2,,,,,,,Mila,,,,,,,,,,,,,,,,,,,
Nurturing BreathEff,Nurturing Breath,16,1,"Grants Def+3. Grants Atk/Spd/Def/Res+X during combat (X = number of allies within 7 rows and 7 columns centered on unit × 2; max 6). Grants Atk/Spd/Def/Res+4 to allies within 7 rows and 7 columns centered on unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. Grants Atk/Spd/Def/Res+4. If allies are within 7 rows and 7 columns centered on unit, unit neutralizes bonuses to foe's Atk (from skills like Fortify, Rally, etc.) during combat. Allies within 7 rows and 7 columns centered on unit gain ""neutralizes bonuses to foe's Atk (from skills like Fortify, Rally, etc.)"" during combat.",Dragon,defBoost,3,milaRefineBoost,0,HPBoost,3,rejoice,0,,,Mila,,,,,,,,,,,,,,,,,,,
Nurturing BreathAtk,Nurturing Breath,18,1,"Grants Def+3. Grants Atk/Spd/Def/Res+X during combat (X = number of allies within 7 rows and 7 columns centered on unit × 2; max 6). Grants Atk/Spd/Def/Res+4 to allies within 7 rows and 7 columns centered on unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,defBoost,3,milaRefineBoost,1,HPBoost,5,,,,,Mila,,,,,,,,,,,,,,,,,,,
Nurturing BreathSpd,Nurturing Breath,16,1,"Grants Def+3. Grants Atk/Spd/Def/Res+X during combat (X = number of allies within 7 rows and 7 columns centered on unit × 2; max 6). Grants Atk/Spd/Def/Res+4 to allies within 7 rows and 7 columns centered on unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,defBoost,3,milaRefineBoost,2,HPBoost,5,spdBoost,3,,,Mila,,,,,,,,,,,,,,,,,,,
Nurturing BreathDef,Nurturing Breath,16,1,"Grants Def+3. Grants Atk/Spd/Def/Res+X during combat (X = number of allies within 7 rows and 7 columns centered on unit × 2; max 6). Grants Atk/Spd/Def/Res+4 to allies within 7 rows and 7 columns centered on unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,defBoost,3,milaRefineBoost,3,HPBoost,5,defBoost,4,,,Mila,,,,,,,,,,,,,,,,,,,
Nurturing BreathRes,Nurturing Breath,16,1,"Grants Def+3. Grants Atk/Spd/Def/Res+X during combat (X = number of allies within 7 rows and 7 columns centered on unit × 2; max 6). Grants Atk/Spd/Def/Res+4 to allies within 7 rows and 7 columns centered on unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,defBoost,3,milaRefineBoost,4,HPBoost,5,resBoost,4,,,Mila,,,,,,,,,,,,,,,,,,,
Primordial Breath,Primordial Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP = 100% at start of combat, grants Atk/Spd/Def/Res+5 to unit and grants unit Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Dragon,slaying,1,LFCorrinBoost,0,,,,,,,L!FCorrin,,,,,,,,,,,,,,,,,,,
Primordial BreathEff,Primordial Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, grants Special cooldown charge +1 per attack (only highest value applied; does not stack), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). At the start of turn 1, if foe's attack can trigger unit's Special, grants Special cooldown count-2. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat, neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 30%, and restores 7 HP to unit after combat.",Dragon,slaying,1,LFCorrinRefine,0,HPBoost,3,primordia,0,,,L!FCorrin,,,,,,,,,,,,,,,,,,,
Primordial BreathAtk,Primordial Breath,18,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, grants Special cooldown charge +1 per attack (only highest value applied; does not stack), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Dragon,slaying,1,LFCorrinRefine,0,HPBoost,5,,,,,L!FCorrin,,,,,,,,,,,,,,,,,,,
Primordial BreathSpd,Primordial Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, grants Special cooldown charge +1 per attack (only highest value applied; does not stack), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Dragon,slaying,1,LFCorrinRefine,0,HPBoost,5,spdBoost,3,,,L!FCorrin,,,,,,,,,,,,,,,,,,,
Primordial BreathDef,Primordial Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, grants Special cooldown charge +1 per attack (only highest value applied; does not stack), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Dragon,slaying,1,LFCorrinRefine,0,HPBoost,5,defBoost,4,,,L!FCorrin,,,,,,,,,,,,,,,,,,,
Primordial BreathRes,Primordial Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, grants Special cooldown charge +1 per attack (only highest value applied; does not stack), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Dragon,slaying,1,LFCorrinRefine,0,HPBoost,5,resBoost,4,,,L!FCorrin,,,,,,,,,,,,,,,,,,,
Lilac-Jade Breath,Lilac-Jade Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP = 100% at start of combat, grants Atk/Spd/Def/Res+5 to unit during combat and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 40%. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,spMyrrhBoost,0,,,,,,,SP!Myrrh,,,,,,,,,,,,,,,,,,,
Moonstrike Breath,Moonstrike Breath,16,1,"Accelerates Special trigger (cooldown count-1). If unit is within 2 spaces of an ally, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, and also, if unit deals damage to foe using a Special, restores 30% of unit's maximum HP. (Triggers even if 0 damage is dealt.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,hmGrimaSurge,0,,,,,,,H!M!Grima,,,,,,,,,,,,,,,,,,,
Shadow Breath,Shadow Breath,16,1,"Grants Atk+3. At start of turn, grants Atk/Res+6 and [En Garde] to unit and allies within 2 spaces of unit for 1 turn. If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts Atk/Res-6 on foe during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,atkBoost,3,medeusBoost,0,,,,,,,Medeus,,,,,,,,,,,,,,,,,,,
Ruinous Frost,Ruinous Frost,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+6 to unit, inflicts Atk-6 on foe, and unit's first attack deals damage = 40% of foe's Res during combat, and also, both unit and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,faRheaBoost,0,,,,,,,FA!Rhea,,,,,,,,,,,,,,,,,,,
Chilled Breath,Chilled Breath,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat, neutralizes effects that guarantee foe's follow-up attacks and prevent unit's follow-up attacks, and also, if unit’s Spd ≥ foe's Spd+5, foe cannot counterattack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,suNiflBoost,0,,,,,,,SU!Nifl,,,,,,,,,,,,,,,,,,,
Breath of Flame,Breath of Flame,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. If unit initiates combat or is within 2 spaces of an ally, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, unit makes a guaranteed follow-up attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50%. (Example: a foe with a ""reduce damage by 45%"" skill would reduce damage by 23% instead.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,timesPulseW,0,ffMuspellBoost,0,,,,,FF!Múspell,,,,,,,,,,,,,,,,,,,
Revealing Breath,Revealing Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and reduces damage from foe's follow-up attack by 30% of unit's Res during combat (""follow-up attack"" normally means only the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,rheaBoost,0,,,,,,,Rhea,,,,,,,,,,,,,,,,,,,
Twin Divinestone,Twin Divinestone,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and restores 7 HP to unit after combat, and also, if unit's Res > foe's Res, unit makes a guaranteed follow-up attack and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If unit's HP ≥ 25% at start of combat, unit's Res ≥ foe's Res+5 during combat, and foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe (cannot exceed foe's maximum Special cooldown count) and grants Special cooldown count-1 to unit before foe's first attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,effDragon,0,brTikiBoost,0,,,,,BR!A!Tiki,,,,,,,,,,,,,,,,,,,
Vallastone,Vallastone,16,1,"Accelerates Special trigger (cooldown count-1). After unit acts (if Canto triggers, after Canto), applies [Divine Vein (Stone)] to unit's space and spaces within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def/Res-5 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces damage from attacks by 30% during combat (excluding area-of-effect Specials). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,NOT THE DYNAMIC TILES,0,,,,,,,B!F!Corrin,,,,,,,,,,,,,,,,,,,
Loving Breath,Loving Breath,16,1,"Accelerates Special trigger (cooldown count-1). Unit can counterattack regardless of foe's range. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk+X to unit and inflicts Atk-X on foe during combat (X = number of allies within 3 spaces of unit × 4, + 6; max 14), grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and restores 7 HP to unit after combat. If foe initiates combat or foe's HP ≥ 75% at start of combat and if unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,myrrhLove,4,dCounter,0,,,,,V!Myrrh,,,,,,,,,,,,,,,,,,,
Divine One's Arts,Divine One's Arts,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and inflicts Atk/Spd/Def/Res-X on foe during combat (X = number of distinct game titles among allies within 3 spaces of unit × 3, + 4; max 10), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed the foe's maximum Special cooldown). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",Dragon,slaying,1,BraveBW,1,Mr. Fire Emblem,0,,,,,L!M!Alear,,,,,,,,,,,,,,,,,,,
Maritime Arts,Maritime Arts,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, inflicts penalty on foe's Atk/Spd/Def/Res = number of distinct game titles among allies within 3 spaces of unit × 3, + 4 (max 10), unit deals X damage (excluding area-of-effect Specials), reduces damage from foe's first attack by X (X = 5 × the total of the number of distinct game titles among allies, excluding unit, and the number of Engaged allies, excluding unit; max 15; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.",Dragon,slaying,1,BraveBW,1,summerAlearBoost,0,,,,,SU!F!Alear,,,,,,,,,,,,,,,,,,,
Devoted Breath,Devoted Breath,16,1,"Accelerates Special trigger (cooldown count-1). Neutralizes ""effective against dragons"" bonuses. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. For allies within 3 spaces of unit, grants Def/Res+5 and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). For allies within 3 spaces of unit, if foe initiates combat, ally's HP > 1, and foe would reduce ally's HP to 0 during combat, ally survives with 1 HP (once per turn; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce unit's HP to 0; when any other such effect triggers, this effect will trigger too). If foe initiates combat or foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Def/Res = 20% of unit's Res at start of combat + 5, unit deals +X damage (X = number of allies within 3 spaces of unit × 5; max 15; if unit triggers Savior, value is treated as 15; excluding area-of-effect Specials), reduces damage from foe's attacks by X (excluding area-of-effect Specials), unit makes a guaranteed follow-up attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, if unit's HP > 1 and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0).",Dragon,slaying,1,vRheaBoost,0,nullEffDragon,0,,,,,V!Rhea,,,,,,,,,,,,,,,,,,,
Ancient Majesty,Ancient Majesty,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. At start of player phase or enemy phase, if unit's HP ≥ 25%, inflicts Atk/Res-7, [Frozen], and [Guard] on closest foes and any foes within 2 spaces of those foes through their next actions. At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), deals damage = 15% of foe's Atk (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",Dragon,slaying,1,effDragon,0,nagaaaaa,0,,,,,P!Naga,,,,,,,,,,,,,,,,,,,
Whelp (Infantry),Whelp (Infantry),4,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 and deals +10 damage when Special triggers.",Beast,infantryBeastA,0,,,,,,,,,Inf,,,,,,,,,,,,,,,,,,,
Yearling (Infantry),Yearling (Infantry),6,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 and deals +10 damage when Special triggers.",Beast,infantryBeastA,0,,,,,,,,,Inf,,,,,,,,,,,,,,,,,,,
Adult (Infantry),Adult (Infantry),9,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2 and deals +10 damage when Special triggers.",Beast,infantryBeastA,0,,,,,,,,,Inf,,,,,,,,,,,,,,,,,,,
Whelp (Cavalry),Whelp (Cavalry),4,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and if unit initiates combat, inflicts Atk/Def-4 on foe during combat and foe cannot make a follow-up attack.",Beast,cavalryBeastA,0,,,,,,,,,Cav,,,,,,,,,,,,,,,,,,,
Yearling (Cavalry),Yearling (Cavalry),6,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and if unit initiates combat, inflicts Atk/Def-4 on foe during combat and foe cannot make a follow-up attack.",Beast,cavalryBeastA,0,,,,,,,,,Cav,,,,,,,,,,,,,,,,,,,
Adult (Cavalry),Adult (Cavalry),9,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and if unit initiates combat, inflicts Atk/Def-4 on foe during combat and foe cannot make a follow-up attack.",Beast,cavalryBeastA,0,,,,,,,,,Cav,,,,,,,,,,,,,,,,,,,
Hatchling (Flier),Hatchling (Flier),4,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,,,,,,,,,Flier,,,,,,,,,,,,,,,,,,,
Fledgling (Flier),Fledgling (Flier),6,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,,,,,,,,,Flier,,,,,,,,,,,,,,,,,,,
Adult (Flier),Adult (Flier),9,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, unit can move 1 extra space. (That turn only. Does not stack.) If unit transforms, grants Atk+2.",Beast,flierBeastA,0,,,,,,,,,Flier,,,,,,,,,,,,,,,,,,,
Whelp (Armored),Whelp (Armored),4,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,,,,,,,,,Armor,,,,,,,,,,,,,,,,,,,
Yearling (Armored),Yearling (Armored),6,1,"At start of turn, if unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, unit transforms (otherwise, unit reverts). If unit transforms, grants Atk+2, and unit can counterattack regardless of foe's range.",Beast,armorBeastA,0,,,,,,,,,Armor,,,,,,,,,,,,,,,,,,,
