IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType
NI!Lyn,Lyn,Ninja-Friend Duo,40,38,42,21,26,2,CDagger,7,-1,50,70,75,35,45,20,13,0,FALSE,0
V!Lyn,Lyn,Wind's Embrace,37,31,36,27,34,3,BTome,7,-1,45,50,60,50,55,25,115,0,FALSE,0
Lyon,Lyon,Shadow Prince,41,34,21,26,30,0,RTome,8,-1,50,55,40,50,50,30,39,0,FALSE,0
FA!Lyon,Lyon,Demon King,40,40,16,32,35,0,GTome,8,-1,50,75,30,55,55,25,198,0,FALSE,0
CH!Lyon,Lyon,Grado's Gaze,38,38,18,34,37,0,BTome,8,-1,45,70,30,60,65,20,180,0,FALSE,0
SU!Lyon,Lyon,Sunlit Prince,42,42,21,37,39,0,Sword,8,-1,55,70,35,65,70,15,91,0,FALSE,0
V!Lyon,Lyon,Esteemed Royals,39,47,16,26,46,1,GTome,8,-1,50,90,30,50,70,5,156,DUO,FALSE,0
NY!Lyre,Lyre,Lap Cat of Luxury,40,37,42,27,28,1,CBeast,10,-1,50,65,70,50,50,15,91,0,FALSE,0
Lysithea,Lysithea,Child Prodigy,37,41,37,21,24,0,RTome,16,-1,45,70,65,40,45,25,169,0,FALSE,0
B!Lysithea,Lysithea,Earnest Seeker,40,40,39,21,25,0,RTome,16,-1,50,70,70,40,40,20,201,0,FALSE,0
WI!Lysithea,Lysithea,Gifted Students,38,42,40,19,23,1,CTome,16,-1,50,70,70,35,45,15,129,0,FALSE,0
T!Lysithea,Lysithea,Tea Sweetener,38,46,46,20,22,2,CTome,16,-1,50,80,70,40,45,10,3,0,FALSE,0
Mae,Mae,Bundle of Energy,35,36,31,16,30,0,BTome,15,-1,45,60,55,30,50,30,37,0,FALSE,0
Malice,Malice,Deft Sellsword,40,39,43,32,28,0,Sword,12,-1,50,70,70,55,50,15,33,0,FALSE,0
Mamori,Mamori,Microwavin' Idol,43,37,24,42,33,3,Axe,69,-1,55,60,45,70,55,25,42,0,FALSE,0
WI!Manuela,Manuela,Silver Caroler,42,37,42,38,31,3,Sword,16,-1,55,65,70,65,50,15,244,0,FALSE,0
Marcia,Marcia,Petulant Knight,41,37,41,32,26,2,Lance,9,-1,55,65,70,55,45,15,212,0,FALSE,0
A!Mareeta,Mareeta,Astra Awakened,40,40,43,34,25,0,Sword,5,-1,50,70,75,55,45,15,31,0,FALSE,0
Mareeta,Mareeta,Sword of Stars,41,35,42,31,23,0,Sword,5,-1,55,60,70,50,45,25,35,0,FALSE,0
FA!Mareeta,Mareeta,The Blade's Pawn,42,33,41,29,23,0,Sword,5,-1,55,55,70,50,45,25,154,0,FALSE,0
Maria,Maria,Minerva's Sister,36,27,34,19,32,0,Staff,1,-1,45,50,60,35,50,30,202,0,FALSE,0
SP!Maria,Maria,Sunny Smile,35,37,40,40,25,2,Axe,1,-1,45,60,65,70,50,15,92,0,FALSE,0
FA!Maria,Maria,Ritual Sacrifice,37,44,45,16,35,0,Staff,1,-1,50,75,70,30,65,10,145,0,FALSE,0
Marianne,Marianne,Adopted Daughter,36,41,32,17,39,0,BTome,16,-1,45,70,55,30,70,20,137,0,FALSE,0
B!Marianne,Marianne,Serene Adherent,38,40,41,17,35,0,CTome,16,-1,50,70,70,30,60,15,41,0,FALSE,0
Maribelle,Maribelle,Dire Damsel,34,35,33,16,27,1,Staff,13,-1,40,60,55,30,50,25,142,0,FALSE,0
Marisa,Marisa,Crimson Flash,46,30,36,30,21,0,Sword,8,-1,65,50,60,55,35,30,211,0,FALSE,0
SP!Marisa,Marisa,Crimson Rabbit,42,33,38,28,21,2,Lance,8,-1,55,55,70,50,35,25,165,0,FALSE,0
CH!Mark,Mark,Winds of Hope,40,44,27,20,46,0,BTome,7,-1,50,70,55,35,80,10,241,0,FALSE,0
Marla,Marla,Duma's Witch,38,46,33,20,45,0,RTome,15,-1,50,85,55,40,70,5,90,0,FALSE,0
BR!Marth,Marth,Altean Groom,40,31,36,30,20,1,Axe,1,-1,50,55,60,55,35,25,18,0,FALSE,0
Marth,Marth,Altean Prince,41,31,34,29,23,0,Sword,1,-1,50,55,60,50,40,30,34,0,TRUE,0
!Marth,Marth,Enigmatic Blade,43,34,36,25,19,0,Sword,13,-1,55,60,60,45,35,30,18,0,FALSE,0
L!Marth,Marth,Hero-King,40,34,36,32,21,0,Sword,1,-1,50,60,60,55,40,30,190,0,FALSE,0
CH!Marth,Marth,Legacied Hero,41,36,37,32,26,0,Sword,1,-1,50,65,65,55,45,25,175,0,FALSE,0
WI!Marth,Marth,Royal Altean Duo,42,36,41,30,25,3,CBow,1,-1,55,60,70,50,45,25,242,0,FALSE,0
B!Marth,Marth,Prince of Light,41,41,43,32,25,0,Sword,1,-1,50,70,70,55,50,15,66,0,FALSE,0
E!Marth,Marth,Of Beginnings,41,45,47,33,27,0,Sword,17,3,50,80,90,55,40,5,205,EMBLEM,FALSE,0
Mathilda,Mathilda,Legendary Knight,35,29,32,24,34,1,Lance,15,-1,45,50,55,40,60,25,234,0,FALSE,0
Matthew,Matthew,Faithful Spy,41,25,34,30,18,0,CDagger,7,-1,55,45,55,55,30,30,214,HERO,TRUE,0
Matthis,Matthis,Brother to Lena,41,43,32,38,25,1,Lance,1,-1,55,75,55,65,45,10,248,0,FALSE,0
Mauvier,Mauvier,Penitent Knight,42,44,18,46,35,1,Lance,17,-1,55,75,30,90,55,5,114,HERO,FALSE,0
Medeus,Medeus,Earth-Dragon King,40,44,18,38,43,0,CDragon,1,-1,50,75,35,60,75,15,54,0,FALSE,0
Melady,Melady,Crimson Rider,41,40,33,41,17,2,Lance,6,-1,50,70,60,70,30,20,149,0,FALSE,0
Mercedes,Mercedes,Kindly Devotee,39,33,30,22,33,0,Staff,16,-1,50,55,55,40,55,25,167,0,FALSE,0
SU!Mercedes,Mercedes,Unfussed Basker,38,39,25,17,38,1,RTome,16,-1,50,70,40,30,70,20,219,0,FALSE,0
Merlinus,Merlinus,Pherae's Clerk,50,20,35,31,27,1,CDagger,6,-1,70,35,60,55,50,20,235,0,FALSE,0
Merric,Merric,Wind Mage,43,26,32,28,19,0,GTome,1,-1,55,45,55,50,35,30,215,0,TRUE,0
CH!Merric,Merric,Changing Winds,41,34,41,21,25,0,GTome,1,-1,50,60,70,35,50,25,164,0,FALSE,0
A!Merric,Merric,Wind Pontifex,41,43,46,23,20,1,GTome,1,-1,50,70,90,45,35,5,19,0,FALSE,0
CH!Mia,Mia,Budding Blade,40,41,43,32,27,0,Sword,9,-1,50,70,75,50,50,15,194,0,FALSE,0
SU!Mia,Mia,Harmonic Blades,38,35,41,17,25,1,CDagger,10,-1,50,65,70,30,45,25,77,0,FALSE,0
Mia,Mia,Lady of Blades,38,32,40,28,25,0,Sword,9,-1,50,55,65,50,45,30,117,0,TRUE,0
H!Mia,Mia,Moonlit Witch,36,30,34,22,28,2,Staff,10,-1,45,55,55,40,50,25,49,0,FALSE,0
BR!Micaiah,Micaiah,Dawn Wind's Duo,39,39,20,19,38,2,CTome,10,-1,50,70,35,35,65,25,158,0,FALSE,0
Micaiah,Micaiah,Priestess of Dawn,35,35,28,18,35,0,BTome,10,-1,45,60,50,30,60,30,206,0,TRUE,0
B!Micaiah,Micaiah,Queen of Dawn,36,37,28,17,37,2,GTome,10,-1,45,70,50,30,60,25,110,0,FALSE,0
L!Micaiah,Micaiah,Radiant Queen,38,42,31,19,41,0,CTome,10,-1,50,70,55,35,70,15,170,0,FALSE,0
DA!Micaiah,Micaiah,Summer's Dawn,33,34,20,18,34,0,RTome,10,-1,45,60,35,35,65,30,74,0,FALSE,0
SU!Micaiah,Micaiah,Wavecrest Maiden,38,42,30,16,37,1,CTome,10,-1,50,70,55,30,65,15,66,0,FALSE,0
X!Micaiah,Micaiah,Dawning Maiden,40,47,16,30,46,2,GTome,10,-1,50,90,30,50,75,5,-1,ATTU,FALSE,0
Michalis,Michalis,Ambitious King,43,34,26,35,19,2,Axe,1,-1,55,60,45,60,35,25,108,0,FALSE,0
SP!Michalis,Michalis,Fruiting Ambition,43,45,32,47,17,2,Lance,1,-1,55,80,55,80,30,10,254,0,FALSE,0
Midori,Midori,Reliable Chemist,41,41,30,34,21,0,RBow,14,-1,55,70,55,55,40,25,229,0,FALSE,0
Mikoto,Mikoto,Caring Mother,38,35,32,20,26,0,Staff,14,-1,50,60,55,35,45,30,220,0,FALSE,0
Mila,Mila,Goddess of Love,41,37,17,40,37,0,CDragon,15,-1,50,60,30,70,70,25,20,0,FALSE,0
CH!Minerva,Minerva,Princess-Knight,40,36,37,35,19,2,Axe,1,-1,50,65,65,55,35,25,84,0,FALSE,0
Minerva,Minerva,Red Dragoon,40,31,33,32,22,2,Axe,1,-1,50,55,55,55,40,25,199,0,TRUE,0
SP!Minerva,Minerva,Verdant Dragoon,41,36,38,35,18,1,Lance,1,-1,50,65,70,60,30,20,89,0,FALSE,0
Mirabilis,Mirabilis,Daydream,38,34,18,32,35,2,Sword,0,-1,50,60,30,60,65,25,142,0,FALSE,0
WI!Mirabilis,Mirabilis,Sugarplum Vision,39,36,17,34,36,2,BDagger,0,-1,50,65,30,65,70,15,251,0,FALSE,0
SP!Mirabilis,Mirabilis,Spring Daydream,37,36,18,36,41,2,BTome,0,-1,50,70,35,60,75,5,116,HERO,FALSE,0
Miranda,Miranda,Willful Princess,38,36,35,21,36,0,RTome,5,-1,50,60,60,40,60,20,219,0,FALSE,0
Miriel,Miriel,Rapier Intellect,37,37,40,25,31,0,BTome,13,-1,45,65,70,45,55,15,252,0,FALSE,0
Mist,Mist,Helpful Sister,39,27,28,20,34,0,Staff,9,-1,50,45,50,35,60,25,192,0,FALSE,0
V!Mist,Mist,Purest Spirit,36,34,34,17,23,1,GTome,9,-1,45,55,60,30,45,25,246,0,FALSE,0
Monica,Monica,Favored Vassal,40,38,43,24,31,0,BTome,16,-1,50,70,70,45,55,10,248,0,FALSE,0
FF!Mordecai,Mordecai,Gentle Firetender,48,43,29,43,24,0,GBeast,10,-1,65,70,50,75,45,10,150,0,FALSE,0
Mordecai,Mordecai,Kindhearted Tiger,47,37,24,39,20,0,BBeast,10,-1,65,60,45,70,35,25,81,0,FALSE,0
FA!F!Morgan,Morgan,Devoted Darkness,40,39,17,41,35,2,Axe,13,-1,50,70,30,70,60,20,99,0,FALSE,0
FA!M!Morgan,Morgan,Fated Darkness,38,37,17,35,38,0,RTome,13,-1,45,60,30,65,70,20,39,0,FALSE,0
M!Morgan,Morgan,Lad from Afar,37,33,34,20,26,0,RTome,13,-1,45,60,60,35,45,30,96,0,TRUE,0
F!Morgan,Morgan,Lass from Afar,37,34,30,16,33,2,BTome,13,-1,45,60,55,30,55,25,92,0,FALSE,0
Mozu,Mozu,Tragic Start,40,44,46,41,27,0,Lance,14,-1,50,70,90,80,55,5,221,HERO,FALSE,0
FA!Muarim,Muarim,Raw Instinct,45,43,40,31,23,0,BBeast,10,-1,60,75,70,50,40,15,192,0,FALSE,0
Murdock,Murdock,Loyal General,47,45,23,45,35,3,Axe,6,-1,60,70,45,75,65,10,181,0,FALSE,0
Múspell,Múspell,Flame God,40,41,16,39,37,1,RDragon,0,-1,50,70,30,70,65,15,42,0,FALSE,0
FF!Múspell,Múspell,Raging Inferno,40,43,26,41,30,1,CDragon,0,-1,50,70,50,75,50,10,3,0,FALSE,0
Mustafa,Mustafa,Plegian Champion,45,38,25,36,28,0,Axe,13,-1,60,65,45,60,50,25,106,0,FALSE,0
Mycen,Mycen,Zofia's Champion,40,46,16,45,37,1,Lance,15,-1,50,70,30,90,65,5,70,0,FALSE,0
Myrrh,Myrrh,Great Dragon,42,33,25,36,31,2,GDragon,8,-1,60,60,45,75,55,25,19,0,FALSE,0
L!Myrrh,Myrrh,Guardian Dragon,40,39,25,42,36,2,BDragon,8,-1,50,70,45,85,70,15,239,0,FALSE,0
H!Myrrh,Myrrh,Spooky Monster,46,38,23,40,32,3,RDragon,8,-1,60,70,45,75,55,25,207,0,FALSE,0
SP!Myrrh,Myrrh,Spring Harmony,40,38,25,40,35,2,CDragon,8,-1,50,70,50,75,65,20,107,0,FALSE,0
V!Myrrh,Myrrh,Adored Dragon,50,47,16,48,45,3,CDragon,8,-1,70,90,30,90,75,5,9,HERO,FALSE,0
PI!Naesala,Naesala,Sea's Shadow,42,39,43,23,25,2,RBeast,10,-1,55,70,70,35,50,20,12,0,FALSE,0
Naesala,Naesala,Sky's Shadow,39,32,38,24,29,2,BBeast,10,-1,50,55,65,45,50,25,203,0,FALSE,0
Naga,Naga,Dragon Divinity,37,30,36,33,26,2,BDragon,73,-1,45,55,60,55,50,25,254,0,FALSE,0
H!Naga,Naga,Harvest Divinity,38,42,31,35,37,2,CDragon,73,-1,50,70,55,60,65,10,142,0,FALSE,0
Nagi,Nagi,Dragon Avatar,46,37,19,36,41,3,GDragon,12,-1,50,60,35,70,70,25,216,0,FALSE,0
Nah,Nah,Little Miss,44,34,25,38,32,0,RDragon,13,-1,60,65,45,75,60,25,70,0,FALSE,0
BR!Nailah,Nailah,Blessed Queen,40,35,41,31,25,0,GBeast,10,-1,50,60,70,55,45,25,78,0,FALSE,0
DE!Nailal,Nailah,Hatari Scorcher,40,39,43,35,25,0,RBeast,10,-1,50,70,75,55,45,15,84,0,FALSE,0
Nailah,Nailah,Unflinching Eye,40,31,37,32,23,0,BBeast,10,-1,50,55,60,55,45,30,220,0,FALSE,0
L!Nanna,Nanna,Beloved Princess,40,39,42,27,25,1,Sword,5,-1,50,70,70,50,45,15,131,0,FALSE,0
CF!Nanna,Nanna,Mystletainn Scion,40,35,41,23,28,2,Staff,5,-1,50,60,70,45,50,15,234,0,FALSE,0
Nanna,Nanna,Nordion Princess,36,27,34,21,26,1,Staff,5,-1,45,50,60,35,45,25,39,0,FALSE,0
SP!Narcian,Narcian,Vernal General,43,35,34,37,18,2,Lance,6,-1,55,55,55,70,35,25,9,0,FALSE,0
Narcian,Narcian,Wyvern General,42,29,29,32,26,2,Axe,6,-1,55,50,50,55,45,25,183,0,FALSE,0
Natasha,Natasha,Sacred Healer,37,36,32,24,36,0,Staff,8,-1,45,65,55,40,65,20,191,0,FALSE,0
NI!Navarre,Navarre,Scarlet Ninja,41,39,42,31,23,0,Lance,1,-1,50,70,70,55,40,20,243,0,FALSE,0
Navarre,Navarre,Scarlet Sword,42,31,37,23,24,0,Sword,1,-1,55,55,60,40,45,25,33,0,FALSE,0
Neimi,Neimi,Tearful Archer,39,39,42,21,35,0,RBow,8,-1,50,70,70,40,60,15,236,0,FALSE,0
BR!Nel,Nel,Stoic Bride,40,42,46,30,36,0,GDragon,17,-1,50,75,90,50,50,5,,HERO,FALSE,0
Nemesis,Nemesis,King of Liberation,43,39,23,37,34,0,Sword,16,-1,60,65,40,60,60,20,190,0,FALSE,0
Nephenee,Nephenee,Fierce Halberdier,37,31,35,34,20,0,Lance,9,-1,45,55,60,60,35,30,176,0,TRUE,0
DA!Nephenee,Nephenee,Sincere Dancer,37,35,36,24,25,0,CBow,9,-1,50,60,65,45,50,25,157,0,FALSE,0
Nergal,Nergal,Traitor to Nabata,40,45,16,39,43,0,GTome,7,-1,50,70,30,75,75,5,182,HERO,FALSE,0
Nerþuz,Nerþuz,God of the Land,40,42,47,30,20,1,BBeast,0,-1,50,70,75,60,40,10,170,0,FALSE,0
NY!Nerþuz,Nerþuz,New-Year Doter,40,45,47,32,21,1,CBeast,0,-1,50,75,90,55,35,5,192,0,FALSE,0
Nifl,Nifl,God of Ice,39,38,40,27,23,1,BDragon,0,-1,50,70,70,45,40,20,23,0,FALSE,0
SU!Nifl,Nifl,Tropical Ice God,39,38,43,28,26,1,CDragon,0,-1,50,65,70,50,50,15,95,0,FALSE,0
Niime,Niime,Mountain Hermit,36,42,33,17,43,0,CTome,6,-1,45,70,60,30,75,15,240,0,FALSE,0
Niles,Niles,Cruel to Be Kind,37,25,34,17,34,0,CBow,14,-1,45,45,60,30,60,30,9,0,TRUE,0
H!Niles,Niles,Forbidden Tease,37,34,39,25,29,3,BBow,14,-1,45,55,65,45,50,25,197,0,FALSE,0
Nils,Nils,Bright Bard,45,31,35,26,25,0,BDragon,7,-1,65,55,60,50,45,25,207,0,FALSE,0
H!Nils,Nils,Wandering Star,44,35,41,21,35,0,GDragon,7,-1,65,65,70,40,60,10,139,0,FALSE,0
Nina,Nina,Eye Spy,35,32,37,16,31,0,CBow,14,-1,45,55,60,30,55,30,184,0,TRUE,0
TH!Nina,Nina,Shadowy Figures,38,37,43,18,32,1,CDagger,14,-1,50,70,70,35,55,15,72,0,FALSE,0
BR!Ninian,Ninian,Bright-Eyed Bride,34,28,33,18,27,2,BTome,7,-1,45,50,60,35,50,25,61,0,FALSE,0
FA!Ninian,Ninian,Frozen Heart,45,27,40,23,36,0,BDragon,7,-1,60,55,70,40,65,15,87,0,FALSE,0
L!Ninian,Ninian,Ice-Dragon Oracle,44,37,41,22,24,1,GDragon,7,-1,65,70,75,40,40,10,103,0,FALSE,0
Ninian,Ninian,Oracle of Destiny,42,24,33,23,27,0,BDragon,7,-1,60,45,60,40,50,30,139,0,TRUE,0
WI!Nino,Nino,Flower of Frost,40,35,41,22,31,3,BTome,7,-1,50,55,70,45,50,25,18,0,FALSE,0
P!Nino,Nino,Pale Flower,36,33,38,17,25,2,GTome,7,-1,45,60,65,30,45,25,107,0,FALSE,0
Nino,Nino,Pious Mage,33,33,36,19,26,0,GTome,7,-1,40,60,60,35,45,30,57,0,TRUE,0
DE!Nino,Nino,Spirited Sorcerer,38,41,46,20,32,0,RTome,7,-1,50,70,75,35,60,10,59,0,FALSE,0
X!Nino,Nino,Fang's Heart,38,44,47,26,33,0,CDagger,7,-1,50,70,90,50,50,5,251,0,FALSE,0
Noah,Noah,Mercenary-Errant,40,45,45,31,18,1,Lance,6,-1,50,70,80,60,35,10,208,0,FALSE,0
SU!Noire,Noire,Shade Seeker,36,32,36,27,20,0,CBow,13,-1,45,55,60,50,35,30,184,0,FALSE,0
SU!Norne,Norne,Seaside Volunteer,42,37,39,31,27,0,Lance,12,-1,55,65,70,50,45,20,128,0,FALSE,0
Norne,Norne,The Volunteer,42,32,36,31,27,0,CBow,12,-1,55,55,60,55,50,25,12,0,FALSE,0
Nótt,Nótt,Moon's Elegance,40,41,40,28,27,0,Lance,0,-1,50,70,70,50,45,20,30,0,FALSE,0
H!Nowi,Nowi,Eternal Witch,34,34,32,20,27,2,RTome,13,-1,40,60,60,35,45,25,248,0,FALSE,0
Nowi,Nowi,Eternal Youth,45,34,27,30,27,0,BDragon,13,-1,65,65,50,55,50,30,60,0,TRUE,0
Nyna,Nyna,The Last Princess,40,34,41,23,38,0,Staff,3,-1,50,60,70,40,70,10,49,0,FALSE,0
Nyx,Nyx,Rulebreaker Mage,36,42,40,19,28,0,RTome,14,-1,45,70,70,35,50,20,184,0,FALSE,0
BR!Oboro,Oboro,Fierce Bride-to-Be,42,39,35,40,16,0,Sword,14,-1,55,70,55,70,30,25,69,0,FALSE,0
Oboro,Oboro,Fierce Fighter,40,32,26,35,24,0,Lance,14,-1,50,55,45,60,45,25,211,0,FALSE,0
Odin,Odin,Potent Force,43,22,32,25,25,0,BTome,14,-1,55,40,55,45,45,30,163,0,TRUE,0
SU!Ogma,Ogma,Blade on Leave,44,38,38,35,21,0,Lance,1,-1,60,70,65,55,35,20,12,0,FALSE,0
Ogma,Ogma,Loyal Blade,47,35,34,28,13,0,Sword,1,-1,60,65,55,50,25,25,152,0,FALSE,0
Oliver,Oliver,Admirer of Beauty,42,32,20,23,34,0,BTome,10,-1,55,55,35,40,60,30,133,0,FALSE,0
Olivia,Olivia,Blushing Beauty,36,28,33,27,26,0,Sword,13,-1,45,50,60,50,50,25,115,0,FALSE,0
DA!Olivia,Olivia,Festival Dancer,34,28,34,16,28,0,CDagger,13,-1,45,50,60,30,55,30,205,0,FALSE,0
P!Olivia,Olivia,Sky-High Dancer,36,30,34,26,23,2,Sword,13,-1,45,55,60,50,45,25,165,0,FALSE,0
Olwen,Olwen,Blue Mage Knight,34,26,34,20,30,1,BTome,5,-1,40,45,60,35,55,25,144,0,TRUE,0
P!Olwen,Olwen,Righteous Knight,34,30,35,19,27,1,GTome,5,-1,40,50,60,35,50,25,194,0,FALSE,0
Ophelia,Ophelia,Dramatic Heroine,38,37,33,20,23,0,BTome,14,-1,50,70,55,35,35,30,18,0,TRUE,0
R!Ophelia,Ophelia,Starlit Maiden,39,44,36,25,32,0,RTome,14,-1,50,70,65,45,60,10,206,0,FALSE,0
Orochi,Orochi,Merry Diviner,40,40,24,24,37,0,GTome,14,-1,50,70,45,40,65,20,248,0,FALSE,0
FA!Orson,Orson,Passion's Folly,43,38,28,36,23,1,Lance,8,-1,55,65,50,60,45,20,172,0,FALSE,0
Oscar,Oscar,Agile Horseman,40,33,34,26,21,1,Lance,9,-1,50,60,60,45,35,25,170,0,FALSE,0
Osian,Osian,Scolded Soldier,42,35,36,33,27,0,Axe,5,-1,55,60,60,55,50,25,240,0,FALSE,0
Ótr,Ótr,Kingsbrother,41,41,17,40,35,1,Axe,0,-1,55,70,30,75,55,15,234,0,FALSE,0
Owain,Owain,Chosen One,41,32,37,31,22,0,Sword,13,-1,55,55,65,55,35,30,203,0,FALSE,0
V!Owain,Owain,Devoted Defender,41,38,42,31,21,1,Lance,13,-1,55,70,70,55,35,15,193,0,FALSE,0
SP!Palla,Palla,Eldest Bun-Bun,38,37,34,17,29,2,RDagger,1,-1,45,70,55,30,55,25,86,0,FALSE,0
Palla,Palla,Eldest Whitewing,42,31,31,28,26,2,Sword,1,-1,55,55,50,50,45,25,196,0,TRUE,0
P!Palla,Palla,Kind Eldest Sister,41,42,21,41,28,2,Sword,15,-1,50,70,35,75,50,20,55,0,FALSE,0
CH!Palla,Palla,Sisterly Trio,40,39,31,33,24,2,Lance,1,-1,50,70,50,60,40,25,148,0,FALSE,0
Panne,Panne,Proud Taguel,41,29,34,30,23,1,BBeast,7,-1,55,50,55,50,45,25,136,0,FALSE,0
NY!Panne,Panne,Welcoming Dawn,40,41,44,32,21,1,RBeast,7,-1,50,70,70,65,40,10,10,0,FALSE,0
Patty,Patty,Youthful Thief,40,41,45,37,24,4,CDagger,4,-1,50,75,70,70,45,5,154,0,FALSE,0
Pelleas,Pelleas,Ashnard's Orphan,43,40,36,21,31,0,RTome,10,-1,55,70,65,40,50,15,129,0,FALSE,0
BR!Pent,Pent,Fancy Fiancé,37,33,34,19,21,1,BTome,7,-1,45,60,60,35,35,25,28,0,FALSE,0
Pent,Pent,Mage General,40,38,39,19,30,0,GTome,7,-1,50,70,70,30,50,20,44,0,FALSE,0
NY!Peony,Peony,Álfar Dream Duo,38,34,40,16,23,2,GTome,0,-1,50,65,70,30,45,20,173,0,FALSE,0
Peony,Peony,Sweet Dream,38,31,36,16,24,2,BTome,0,-1,50,60,65,30,45,25,137,0,FALSE,0
X!Peony,Peony,Cherished Dream,40,40,45,25,29,2,Axe,0,-1,50,70,80,50,55,5,59,0,FALSE,0
Perceval,Perceval,Knightly Ideal,38,32,37,28,27,1,Lance,6,-1,50,55,65,45,50,25,159,0,FALSE,0
Peri,Peri,Playful Slayer,35,33,33,23,30,1,Lance,14,-1,45,55,55,40,55,25,198,0,FALSE,0
Perne,Perne,Dacian Scoundrel,44,43,45,34,21,0,CDagger,5,-1,60,70,80,65,35,5,96,0,FALSE,0
Petra,Petra,Princess of Brigid,40,32,38,25,20,2,BDagger,16,-1,50,60,65,45,35,25,43,0,FALSE,0
Petrine,Petrine,Icy Flame-Lancer,42,35,37,30,24,1,Lance,9,-1,55,60,65,50,45,20,47,0,FALSE,0
Phila,Phila,Pegasus Master,38,37,42,26,40,2,Lance,13,-1,50,65,70,50,65,10,91,0,FALSE,0
Phina,Phina,Roving Dancer,40,35,37,26,23,0,Sword,1,-1,55,65,65,45,45,25,158,0,FALSE,0
Plumeria,Plumeria,Lewd Dream,41,40,18,16,37,2,RTome,0,-1,55,70,30,30,75,20,251,0,FALSE,0
NY!Plumeria,Plumeria,Temptation Anew,41,42,17,18,39,2,CBow,0,-1,55,70,30,35,80,20,17,0,FALSE,0
R!Plumeria,Plumeria,Rapturous Dream,40,46,18,19,45,2,BTome,0,-1,50,90,35,35,80,5,183,0,FALSE,0
Priam,Priam,Radiant Hero,40,41,40,35,26,0,Sword,13,-1,50,70,70,55,50,15,212,0,FALSE,0
Priscilla,Priscilla,Delicate Princess,36,29,29,19,32,1,Staff,7,-1,45,50,50,35,55,25,193,0,FALSE,0
Python,Python,Apathetic Archer,38,32,35,31,20,1,GBow,15,-1,45,60,65,55,35,25,133,0,FALSE,0
DA!Quan,Quan,Lightfoot Prince,40,41,20,36,20,2,BBow,4,-1,55,75,35,70,35,20,244,0,FALSE,0
Quan,Quan,Luminous Lancer,44,37,29,31,16,1,Lance,4,-1,55,60,55,55,30,25,135,0,FALSE,0
BR!Rafiel,Rafiel,Blessed Wings,38,28,35,20,41,0,BBeast,10,-1,50,55,65,35,70,25,132,0,FALSE,0
Raigh,Raigh,Dark Child,36,32,29,22,29,0,RTome,6,-1,45,55,50,40,50,30,48,0,FALSE,0
Ranulf,Ranulf,Friend of Nations,40,30,37,33,17,1,GBeast,10,-1,55,50,60,60,30,25,45,0,FALSE,0
DE!Raphael,Raphael,Muscle-Monger,48,42,28,38,23,3,CBow,16,-1,65,70,50,65,40,20,180,0,FALSE,0
Ratatoskr,Ratatoskr,Mending Hand,40,44,46,34,21,1,BBeast,0,-1,50,75,90,50,40,5,120,0,FALSE,0
Rath,Rath,Wolf of Sacae,41,33,35,23,24,1,GBow,7,-1,55,60,65,35,45,25,2,0,FALSE,0
Raven,Raven,Peerless Fighter,41,34,35,25,22,0,Axe,7,-1,50,60,60,45,40,25,184,0,TRUE,0
Rebecca,Rebecca,Wildflower,37,29,34,21,27,0,CBow,7,-1,45,50,60,35,50,30,147,0,FALSE,0
CH!Rebecca,Rebecca,Breezy Scamp,39,44,45,22,33,0,CBow,7,-1,50,75,75,45,55,10,96,0,FALSE,0
NY!Reginn,Reginn,Bearing Dawn,37,38,40,23,24,1,BTome,0,-1,50,65,70,40,45,15,175,0,FALSE,0
Reginn,Reginn,Bearing Hope,38,36,40,30,24,1,Sword,0,-1,50,60,70,50,45,20,45,0,FALSE,0
NI!Reina,Reina,Sanguine Shinobi,40,43,45,24,31,2,GBow,14,-1,50,70,80,45,60,5,86,0,FALSE,0
Reinhardt,Reinhardt,Thunder's Fist,38,32,23,27,25,1,BTome,5,-1,50,55,40,50,40,25,162,0,TRUE,0
P!Reinhardt,Reinhardt,Thunder's Sword,40,35,23,31,28,1,Sword,5,-1,50,60,40,55,50,25,148,0,FALSE,0
DA!Reinhardt,Reinhardt,Lightning's Rondo,38,34,21,27,25,2,GTome,5,-1,50,60,40,55,45,25,143,0,FALSE,0
R!Reinhardt,Reinhardt,Thrud Reborn,41,46,45,22,20,1,BTome,5,-1,50,80,75,45,40,5,30,0,FALSE,0
Rennac,Rennac,"Rich ""Merchant""",39,37,42,34,25,0,GDagger,8,-1,50,70,70,50,50,15,136,0,FALSE,0
Reyson,Reyson,White Prince,37,29,34,24,26,2,GBeast,10,-1,50,50,60,45,50,25,131,0,FALSE,0
Rhajat,Rhajat,Black Magician,36,35,34,21,24,0,GTome,14,-1,45,60,60,40,40,30,35,0,TRUE,0
Rhea,Rhea,Loving Matriarch,40,44,16,42,46,0,CDragon,16,-1,50,75,30,80,70,10,46,0,FALSE,0
FA!Rhea,Rhea,Immaculate One,46,43,18,40,43,3,CDragon,16,-1,60,70,30,70,75,15,18,0,FALSE,0
